id,data_pagamento,valor,plano_id,qtde_meses_pagos
8,7/3/2017,2394,4,6
8,7/2/2019,1197,4,3
8,5/9/2017,399,4,1
8,5/7/2019,2394,4,6
8,6/12/2018,399,4,1
8,6/2/2018,399,4,1
8,5/10/2017,1197,4,3
8,6/6/2019,399,4,1
8,5/11/2018,399,4,1
8,6/1/2018,399,4,1
8,6/9/2018,399,4,1
8,6/11/2016,1197,4,3
8,17/10/2016,399,4,1
8,16/05/2019,399,4,1
8,18/01/2019,399,4,1
9,8/5/2017,1500,3,6
9,9/1/2019,1500,3,6
9,7/12/2017,1500,3,6
9,7/7/2019,250,3,1
9,9/11/2016,750,3,3
9,9/11/2018,250,3,1
9,8/8/2018,750,3,3
9,9/2/2017,250,3,1
9,8/10/2016,250,3,1
9,7/7/2018,250,3,1
9,8/12/2018,250,3,1
9,8/9/2016,250,3,1
9,7/11/2017,250,3,1
10,18/11/2018,1197,4,3
10,19/05/2017,399,4,1
10,19/03/2019,1197,4,3
10,19/06/2018,399,4,1
10,20/06/2019,399,4,1
10,20/07/2017,1197,4,3
10,18/02/2017,1197,4,3
10,19/03/2018,1197,4,3
10,18/09/2016,399,4,1
10,18/01/2017,399,4,1
10,18/10/2018,399,4,1
10,19/11/2017,399,4,1
10,19/06/2017,399,4,1
10,19/02/2019,399,4,1
10,18/01/2018,399,4,1
10,17/07/2019,399,4,1
10,17/12/2016,399,4,1
10,18/10/2016,399,4,1
10,17/09/2018,399,4,1
10,28/10/2017,100,1,1
10,19/07/2018,399,4,1
10,17/08/2018,399,4,1
11,23/07/2019,100,1,1
12,6/11/2016,1197,4,3
12,7/2/2017,399,4,1
12,7/11/2018,2394,4,6
12,7/7/2017,1197,4,3
12,6/10/2017,1197,4,3
12,6/2/2018,399,4,1
12,6/6/2018,399,4,1
12,5/5/2017,399,4,1
12,7/7/2018,399,4,1
12,5/5/2019,1197,4,3
12,7/3/2018,399,4,1
12,6/9/2016,399,4,1
12,7/1/2018,399,4,1
12,7/4/2017,399,4,1
12,7/3/2017,399,4,1
12,5/8/2018,1197,4,3
12,5/6/2017,399,4,1
12,5/10/2016,399,4,1
12,5/5/2018,399,4,1
13,17/07/2017,399,4,1
13,16/04/2019,399,4,1
13,16/08/2017,399,4,1
13,16/10/2017,2394,4,6
13,18/06/2018,1197,4,3
13,18/12/2018,1197,4,3
13,17/02/2017,399,4,1
13,18/09/2018,1197,4,3
13,16/06/2019,1197,4,3
13,18/03/2017,399,4,1
13,17/04/2018,399,4,1
13,17/09/2016,399,4,1
13,18/06/2017,399,4,1
13,17/04/2017,399,4,1
13,18/03/2019,399,4,1
13,16/05/2017,399,4,1
13,18/11/2016,399,4,1
13,18/05/2019,399,4,1
13,16/01/2017,399,4,1
13,18/10/2016,399,4,1
13,16/05/2018,399,4,1
13,17/09/2017,399,4,1
14,20/02/2018,185,2,1
14,21/07/2018,1110,2,6
14,20/10/2016,185,2,1
14,19/04/2017,555,2,3
14,19/06/2018,185,2,1
14,21/01/2017,555,2,3
14,20/01/2018,185,2,1
14,21/04/2019,555,2,3
14,19/12/2017,185,2,1
14,21/03/2018,185,2,1
14,19/02/2019,185,2,1
14,20/01/2019,185,2,1
14,21/07/2019,555,2,3
14,20/08/2017,185,2,1
14,20/12/2016,185,2,1
14,20/09/2016,185,2,1
14,19/04/2018,185,2,1
14,19/07/2017,185,2,1
14,26/03/2019,100,1,1
14,20/09/2017,185,2,1
14,19/05/2018,185,2,1
14,20/11/2017,185,2,1
15,11/10/2018,555,2,3
15,12/7/2017,1110,2,6
15,12/3/2019,185,2,1
15,13/01/2017,185,2,1
15,13/01/2018,555,2,3
15,14/05/2019,185,2,1
15,13/07/2019,185,2,1
15,13/09/2016,185,2,1
15,14/04/2017,185,2,1
15,14/02/2017,185,2,1
15,13/07/2018,555,2,3
15,13/11/2016,185,2,1
15,14/10/2016,185,2,1
15,14/06/2018,185,2,1
15,19/12/2016,399,4,1
15,13/02/2019,185,2,1
15,13/05/2018,185,2,1
15,14/06/2019,185,2,1
15,14/06/2017,185,2,1
15,14/05/2017,185,2,1
15,14/03/2017,185,2,1
15,12/1/2019,185,2,1
15,12/4/2019,185,2,1
16,3/6/2019,1197,4,3
16,2/1/2019,399,4,1
16,2/2/2017,1197,4,3
16,7/10/2017,1500,3,6
16,2/1/2017,399,4,1
16,3/8/2017,399,4,1
16,3/6/2017,399,4,1
16,1/7/2018,1197,4,3
16,1/11/2018,399,4,1
16,1/3/2019,399,4,1
16,1/12/2018,399,4,1
16,3/9/2016,399,4,1
16,3/5/2019,399,4,1
16,2/4/2019,399,4,1
16,3/9/2017,399,4,1
16,4/5/2017,399,4,1
16,4/5/2018,399,4,1
16,3/7/2017,399,4,1
16,2/10/2016,399,4,1
16,2/6/2018,399,4,1
16,4/11/2016,399,4,1
16,3/4/2018,399,4,1
16,4/2/2019,399,4,1
16,4/12/2016,399,4,1
17,7/6/2018,750,3,3
17,8/6/2019,250,3,1
17,7/2/2018,250,3,1
17,8/7/2017,250,3,1
17,9/12/2018,250,3,1
17,9/10/2017,750,3,3
17,9/5/2017,250,3,1
17,8/11/2016,250,3,1
17,9/4/2017,250,3,1
17,7/5/2019,250,3,1
17,8/2/2017,250,3,1
17,9/3/2018,250,3,1
17,8/10/2018,250,3,1
17,8/10/2016,250,3,1
17,9/7/2019,750,3,3
17,9/5/2018,250,3,1
17,9/8/2017,250,3,1
17,9/2/2019,750,3,3
17,8/4/2018,250,3,1
17,9/9/2018,250,3,1
17,7/9/2017,250,3,1
17,8/1/2017,250,3,1
17,9/1/2018,250,3,1
18,22/03/2017,1197,4,3
18,21/02/2019,399,4,1
18,21/01/2017,399,4,1
18,21/06/2017,399,4,1
18,21/02/2018,2394,4,6
18,22/07/2019,2394,4,6
18,20/08/2018,1197,4,3
18,21/11/2018,399,4,1
18,22/08/2017,1197,4,3
18,20/05/2019,399,4,1
18,22/12/2018,399,4,1
18,21/12/2017,399,4,1
18,22/01/2019,399,4,1
18,22/10/2016,399,4,1
18,21/01/2018,399,4,1
18,23/12/2016,399,4,1
18,22/04/2019,399,4,1
18,21/11/2017,399,4,1
18,23/06/2019,399,4,1
18,23/02/2017,399,4,1
18,22/07/2017,399,4,1
19,21/03/2019,1110,2,6
19,20/12/2017,1110,2,6
19,21/02/2017,185,2,1
19,21/10/2016,185,2,1
19,21/09/2018,555,2,3
19,22/11/2016,555,2,3
19,22/05/2017,555,2,3
19,20/12/2018,185,2,1
19,20/11/2017,185,2,1
19,22/08/2018,185,2,1
19,21/09/2017,185,2,1
19,22/01/2019,185,2,1
19,20/03/2017,185,2,1
19,21/04/2017,185,2,1
19,20/08/2017,185,2,1
19,20/09/2016,185,2,1
19,19/06/2018,185,2,1
19,20/02/2019,185,2,1
20,17/05/2019,1500,3,6
20,16/04/2017,250,3,1
20,17/12/2016,250,3,1
20,16/05/2017,1500,3,6
20,16/11/2017,1500,3,6
20,16/09/2018,750,3,3
20,16/06/2018,750,3,3
20,16/12/2018,750,3,3
20,18/04/2019,250,3,1
20,16/01/2017,250,3,1
20,17/09/2016,250,3,1
20,17/03/2019,250,3,1
20,17/11/2016,250,3,1
20,16/03/2017,250,3,1
20,16/10/2016,250,3,1
20,17/05/2018,250,3,1
21,11/5/2018,600,1,6
21,11/6/2019,100,1,1
21,10/9/2017,300,1,3
21,9/11/2016,300,1,3
21,10/2/2017,300,1,3
21,8/2/2018,300,1,3
21,8/3/2019,300,1,3
21,8/1/2018,100,1,1
21,10/5/2017,100,1,1
21,10/11/2018,100,1,1
21,10/1/2019,100,1,1
21,8/8/2017,100,1,1
21,9/2/2019,100,1,1
21,8/12/2017,100,1,1
21,8/7/2019,300,1,3
21,10/6/2017,100,1,1
21,10/10/2016,100,1,1
21,9/9/2016,100,1,1
22,9/11/2017,1110,2,6
22,9/1/2019,555,2,3
22,10/4/2019,555,2,3
22,10/4/2017,185,2,1
22,10/6/2017,555,2,3
22,11/6/2018,185,2,1
22,11/8/2018,555,2,3
22,9/5/2017,185,2,1
22,9/7/2019,185,2,1
22,11/1/2017,555,2,3
22,10/9/2016,185,2,1
22,10/12/2016,185,2,1
22,9/10/2017,185,2,1
22,11/12/2018,185,2,1
22,10/5/2018,185,2,1
22,9/10/2016,185,2,1
22,10/11/2016,185,2,1
22,10/11/2018,185,2,1
22,9/7/2018,185,2,1
23,15/09/2018,100,1,1
23,14/07/2017,100,1,1
23,14/07/2018,100,1,1
23,13/03/2019,300,1,3
23,15/10/2017,100,1,1
23,13/08/2017,100,1,1
23,13/04/2017,300,1,3
23,13/03/2018,100,1,1
23,13/06/2019,600,1,6
23,14/12/2016,300,1,3
23,15/05/2018,100,1,1
23,14/03/2017,100,1,1
23,14/11/2016,100,1,1
23,13/12/2017,100,1,1
23,13/10/2016,100,1,1
23,12/6/2018,100,1,1
23,14/11/2017,100,1,1
23,12/12/2018,100,1,1
23,14/01/2018,100,1,1
23,13/09/2016,100,1,1
23,13/02/2019,100,1,1
23,12/1/2019,100,1,1
23,12/2/2018,100,1,1
23,12/4/2018,100,1,1
24,15/07/2018,300,1,3
24,14/09/2017,100,1,1
24,15/06/2019,100,1,1
24,14/05/2017,100,1,1
24,14/05/2018,100,1,1
24,14/11/2016,300,1,3
24,15/06/2018,100,1,1
24,14/02/2019,100,1,1
24,15/10/2017,100,1,1
24,13/04/2018,100,1,1
24,15/11/2018,100,1,1
24,14/01/2018,100,1,1
24,14/03/2019,250,3,1
24,17/11/2017,250,3,1
24,13/06/2017,300,1,3
24,14/07/2019,300,1,3
24,14/04/2019,100,1,1
24,14/05/2019,100,1,1
24,14/02/2017,300,1,3
24,13/01/2019,100,1,1
24,14/03/2018,100,1,1
24,15/12/2017,100,1,1
24,14/09/2016,100,1,1
24,13/10/2016,100,1,1
24,14/10/2018,100,1,1
24,13/12/2018,100,1,1
25,17/08/2017,1110,2,6
25,16/02/2017,1110,2,6
25,15/12/2018,555,2,3
25,16/12/2016,185,2,1
25,17/05/2019,185,2,1
25,16/09/2016,185,2,1
25,16/02/2018,1110,2,6
25,16/10/2018,185,2,1
25,15/10/2016,185,2,1
25,15/03/2019,185,2,1
25,16/07/2019,185,2,1
25,15/11/2018,185,2,1
25,16/01/2017,185,2,1
25,15/11/2016,185,2,1
25,17/04/2019,185,2,1
25,15/08/2018,185,2,1
25,17/06/2019,185,2,1
25,15/09/2018,185,2,1
26,7/9/2017,750,3,3
26,8/9/2018,750,3,3
26,8/12/2017,750,3,3
26,8/3/2018,1500,3,6
26,6/4/2019,750,3,3
26,7/2/2019,250,3,1
26,6/7/2019,1500,3,6
26,8/5/2017,250,3,1
26,8/8/2017,250,3,1
26,8/3/2017,250,3,1
26,8/4/2017,250,3,1
26,7/1/2017,250,3,1
26,8/10/2016,250,3,1
26,7/6/2017,250,3,1
26,7/9/2016,250,3,1
26,8/11/2016,250,3,1
26,8/7/2017,250,3,1
26,8/2/2017,250,3,1
26,7/3/2019,250,3,1
27,12/7/2019,250,3,1
27,13/02/2017,750,3,3
27,12/7/2017,250,3,1
27,13/05/2018,750,3,3
27,13/09/2017,1500,3,6
27,13/04/2019,250,3,1
27,12/4/2018,250,3,1
27,13/10/2018,1500,3,6
27,12/5/2019,250,3,1
27,13/09/2016,250,3,1
27,12/12/2016,250,3,1
27,12/5/2017,250,3,1
27,13/11/2016,250,3,1
27,14/03/2018,250,3,1
27,13/10/2016,250,3,1
27,13/08/2017,250,3,1
27,12/9/2018,250,3,1
27,12/8/2018,250,3,1
27,12/1/2017,250,3,1
27,13/06/2017,250,3,1
28,14/12/2017,399,4,1
28,14/02/2017,1197,4,3
28,14/09/2017,1197,4,3
28,15/03/2019,2394,4,6
28,14/01/2018,399,4,1
28,14/07/2018,399,4,1
28,14/11/2018,399,4,1
28,13/11/2016,399,4,1
28,14/02/2018,399,4,1
28,14/12/2018,399,4,1
28,14/05/2017,399,4,1
28,12/6/2017,1197,4,3
28,12/5/2018,399,4,1
28,14/08/2018,1197,4,3
28,14/06/2018,399,4,1
28,14/01/2017,399,4,1
28,12/4/2018,399,4,1
28,12/12/2016,399,4,1
28,13/02/2019,399,4,1
28,14/03/2018,399,4,1
28,14/10/2016,399,4,1
29,12/1/2017,1197,4,3
29,11/4/2017,399,4,1
29,13/04/2018,2394,4,6
29,13/05/2017,399,4,1
29,13/08/2017,2394,4,6
29,11/2/2019,2394,4,6
29,13/10/2018,1197,4,3
29,12/6/2017,399,4,1
29,13/02/2018,399,4,1
29,11/1/2019,399,4,1
29,11/7/2017,399,4,1
29,12/10/2016,399,4,1
29,11/12/2016,399,4,1
29,11/9/2016,399,4,1
29,10/11/2016,399,4,1
29,11/3/2018,399,4,1
30,6/3/2019,300,1,3
30,7/1/2018,100,1,1
30,6/12/2018,100,1,1
30,8/6/2019,300,1,3
30,8/5/2018,600,1,6
30,8/3/2017,600,1,6
30,8/9/2016,100,1,1
30,8/12/2016,300,1,3
30,8/2/2018,100,1,1
30,9/4/2018,100,1,1
30,8/9/2017,100,1,1
30,9/2/2019,100,1,1
30,8/10/2017,100,1,1
30,8/11/2017,100,1,1
30,9/1/2019,100,1,1
30,8/3/2018,100,1,1
30,9/11/2016,100,1,1
30,8/12/2017,100,1,1
30,8/10/2016,100,1,1
30,7/11/2018,100,1,1
31,15/09/2017,600,1,6
31,14/09/2016,100,1,1
31,15/06/2017,100,1,1
31,15/09/2018,600,1,6
31,15/07/2018,100,1,1
31,14/02/2017,100,1,1
31,14/05/2019,100,1,1
31,15/06/2019,300,1,3
31,13/04/2019,100,1,1
31,13/05/2017,100,1,1
31,15/07/2017,100,1,1
31,14/01/2017,100,1,1
31,15/03/2019,100,1,1
31,15/08/2017,100,1,1
31,14/08/2018,100,1,1
31,14/12/2016,100,1,1
31,15/11/2016,100,1,1
31,14/03/2017,100,1,1
31,13/04/2017,100,1,1
31,15/05/2018,100,1,1
31,15/03/2018,100,1,1
31,13/06/2018,100,1,1
32,12/9/2017,399,4,1
32,11/4/2019,2394,4,6
32,11/1/2019,1197,4,3
32,11/6/2018,399,4,1
32,12/10/2018,399,4,1
32,11/2/2017,399,4,1
32,12/10/2016,399,4,1
32,13/05/2018,399,4,1
32,12/1/2018,399,4,1
32,2/4/2018,399,4,1
32,11/3/2017,399,4,1
32,13/04/2017,399,4,1
32,11/10/2017,399,4,1
32,11/7/2017,399,4,1
32,11/11/2017,399,4,1
32,11/11/2016,1197,4,3
32,13/07/2018,399,4,1
32,12/11/2018,399,4,1
32,11/12/2017,399,4,1
32,12/8/2017,399,4,1
32,11/12/2018,399,4,1
32,13/02/2018,399,4,1
32,7/5/2017,250,3,1
32,12/8/2018,399,4,1
32,12/9/2016,399,4,1
32,13/06/2017,399,4,1
33,4/1/2019,2394,4,6
33,3/8/2018,399,4,1
33,3/1/2017,399,4,1
33,3/10/2017,1197,4,3
33,4/6/2018,399,4,1
33,3/11/2016,399,4,1
33,3/4/2017,399,4,1
33,2/6/2017,1197,4,3
33,4/3/2018,399,4,1
33,4/5/2017,399,4,1
33,16/02/2017,185,2,1
33,2/3/2017,399,4,1
33,3/9/2018,399,4,1
33,3/12/2018,399,4,1
33,3/11/2018,399,4,1
33,4/4/2018,399,4,1
33,3/7/2019,399,4,1
33,3/10/2016,399,4,1
33,3/9/2016,399,4,1
33,4/5/2018,399,4,1
33,2/2/2018,399,4,1
33,4/1/2018,399,4,1
33,4/9/2017,399,4,1
33,2/12/2016,399,4,1
33,2/10/2018,399,4,1
34,24/10/2018,399,4,1
34,25/08/2017,2394,4,6
34,26/11/2016,1197,4,3
34,27/07/2019,1197,4,3
34,27/12/2018,1197,4,3
34,26/03/2018,2394,4,6
34,26/04/2017,399,4,1
34,27/03/2019,399,4,1
34,25/10/2016,399,4,1
34,25/11/2018,399,4,1
34,24/03/2017,399,4,1
34,24/05/2017,399,4,1
34,26/07/2017,399,4,1
34,24/04/2019,1197,4,3
34,24/06/2017,399,4,1
34,26/09/2018,399,4,1
34,24/09/2016,399,4,1
34,24/02/2018,399,4,1
35,15/05/2018,750,3,3
35,15/04/2019,250,3,1
35,14/10/2016,250,3,1
35,14/02/2017,1500,3,6
35,13/11/2017,750,3,3
35,15/11/2016,750,3,3
35,13/12/2018,750,3,3
35,15/06/2019,750,3,3
35,14/09/2018,250,3,1
35,18/11/2018,399,4,1
35,15/10/2018,250,3,1
35,14/09/2016,250,3,1
35,13/05/2019,250,3,1
35,15/08/2018,250,3,1
35,15/03/2018,250,3,1
35,14/10/2017,250,3,1
35,14/08/2017,250,3,1
36,6/7/2019,2394,4,6
37,19/07/2019,100,1,1
38,9/7/2019,750,3,3
38,8/11/2017,250,3,1
38,8/12/2018,250,3,1
38,8/1/2017,250,3,1
38,9/4/2018,250,3,1
38,7/6/2018,1500,3,6
38,7/9/2017,250,3,1
38,9/3/2019,750,3,3
38,8/5/2017,250,3,1
38,8/5/2018,250,3,1
38,9/8/2017,250,3,1
38,7/11/2016,250,3,1
38,1/6/2019,399,4,1
38,6/10/2016,250,3,1
38,7/6/2017,250,3,1
38,5/2/2018,250,3,1
38,5/10/2017,250,3,1
38,7/3/2018,250,3,1
38,7/2/2017,750,3,3
38,5/12/2017,250,3,1
38,5/12/2016,250,3,1
38,5/1/2018,250,3,1
38,7/2/2019,250,3,1
38,5/7/2017,250,3,1
38,7/1/2019,250,3,1
39,22/07/2019,2394,4,6
40,28/06/2017,300,1,3
40,28/12/2016,300,1,3
40,28/05/2019,100,1,1
40,28/09/2018,600,1,6
40,28/03/2019,100,1,1
40,9/3/2018,2394,4,6
40,28/11/2017,100,1,1
40,28/06/2019,100,1,1
40,28/05/2017,100,1,1
40,28/07/2019,300,1,3
40,28/11/2016,100,1,1
40,28/10/2016,100,1,1
40,28/12/2017,100,1,1
40,28/09/2017,100,1,1
40,28/03/2017,100,1,1
40,28/04/2019,100,1,1
40,28/10/2017,100,1,1
40,28/01/2018,100,1,1
40,28/04/2017,100,1,1
40,28/02/2018,100,1,1
41,27/05/2018,399,4,1
41,27/11/2016,399,4,1
41,27/06/2017,2394,4,6
41,27/02/2017,399,4,1
41,27/09/2018,1197,4,3
41,27/01/2019,1197,4,3
41,27/04/2018,399,4,1
41,27/05/2017,399,4,1
41,27/04/2019,2394,4,6
41,27/04/2017,399,4,1
41,27/06/2018,1197,4,3
41,27/03/2017,399,4,1
41,27/02/2018,399,4,1
41,27/01/2018,399,4,1
41,27/01/2017,399,4,1
41,27/09/2016,399,4,1
41,27/10/2016,399,4,1
41,27/12/2017,399,4,1
41,27/12/2018,399,4,1
41,27/12/2016,399,4,1
41,27/03/2018,399,4,1
42,28/10/2018,399,4,1
42,28/01/2019,2394,4,6
42,28/05/2017,399,4,1
42,28/07/2018,1197,4,3
42,28/10/2017,1197,4,3
42,28/12/2018,399,4,1
42,28/07/2019,399,4,1
42,28/11/2016,399,4,1
42,28/08/2017,399,4,1
42,28/06/2017,399,4,1
42,28/02/2017,1197,4,3
42,28/04/2018,1197,4,3
42,28/09/2017,399,4,1
42,28/07/2017,399,4,1
42,28/11/2018,399,4,1
42,28/09/2016,399,4,1
42,28/12/2016,399,4,1
42,28/02/2018,399,4,1
42,28/01/2018,399,4,1
42,28/10/2016,399,4,1
43,4/11/2018,2394,4,6
43,5/8/2018,399,4,1
43,6/10/2017,1197,4,3
43,7/4/2018,399,4,1
43,7/4/2017,2394,4,6
43,6/9/2016,399,4,1
43,7/10/2018,399,4,1
43,5/1/2017,399,4,1
43,7/10/2016,399,4,1
43,6/5/2019,399,4,1
43,7/5/2018,399,4,1
43,5/9/2018,399,4,1
43,5/2/2018,399,4,1
43,7/7/2019,399,4,1
43,7/6/2019,399,4,1
43,7/3/2018,399,4,1
43,5/1/2018,399,4,1
43,5/6/2018,399,4,1
43,6/3/2017,399,4,1
43,6/7/2018,399,4,1
44,12/4/2019,100,1,1
44,13/03/2018,300,1,3
44,12/12/2017,100,1,1
44,13/07/2018,100,1,1
44,13/01/2019,100,1,1
44,12/11/2017,100,1,1
44,13/07/2019,100,1,1
44,13/10/2016,100,1,1
44,12/6/2018,100,1,1
44,14/09/2017,100,1,1
44,13/02/2017,100,1,1
44,12/6/2019,100,1,1
44,14/10/2017,100,1,1
44,12/11/2016,300,1,3
44,13/03/2017,300,1,3
44,12/9/2016,100,1,1
44,13/11/2018,100,1,1
44,11/6/2017,300,1,3
44,13/05/2019,100,1,1
44,12/8/2018,300,1,3
44,11/1/2018,100,1,1
44,13/02/2019,100,1,1
44,8/3/2019,185,2,1
45,5/4/2017,399,4,1
45,6/3/2017,399,4,1
45,6/5/2018,399,4,1
45,5/7/2017,2394,4,6
45,7/1/2018,1197,4,3
45,5/6/2019,1197,4,3
45,7/7/2018,399,4,1
45,5/4/2018,399,4,1
45,5/8/2018,399,4,1
45,5/9/2018,2394,4,6
45,7/3/2019,399,4,1
45,6/6/2017,399,4,1
45,7/5/2019,399,4,1
45,6/2/2017,399,4,1
45,6/4/2019,399,4,1
45,5/10/2016,399,4,1
45,6/6/2018,399,4,1
45,4/9/2016,399,4,1
45,6/1/2017,100,1,1
45,3/12/2016,399,4,1
45,3/11/2016,399,4,1
45,3/5/2017,399,4,1
46,5/3/2019,300,1,3
46,4/6/2018,300,1,3
46,3/9/2018,300,1,3
46,3/11/2016,100,1,1
46,4/4/2017,100,1,1
46,2/12/2017,100,1,1
46,4/7/2017,100,1,1
46,2/7/2019,100,1,1
46,2/1/2018,100,1,1
46,2/5/2017,100,1,1
46,4/12/2018,300,1,3
46,2/10/2017,100,1,1
46,4/3/2017,100,1,1
46,3/8/2017,100,1,1
46,4/9/2017,100,1,1
46,2/4/2018,100,1,1
46,3/5/2018,100,1,1
46,3/1/2017,100,1,1
46,4/11/2017,100,1,1
46,3/6/2019,100,1,1
46,3/6/2017,100,1,1
46,3/12/2016,100,1,1
46,3/10/2016,100,1,1
46,4/2/2017,100,1,1
47,5/2/2018,399,4,1
47,6/4/2017,2394,4,6
47,9/1/2019,1110,2,6
47,5/9/2016,399,4,1
47,4/11/2016,399,4,1
47,6/7/2019,399,4,1
47,5/12/2016,1197,4,3
47,5/3/2018,1197,4,3
47,6/7/2018,1197,4,3
47,6/6/2018,399,4,1
47,6/10/2018,1197,4,3
47,6/1/2018,399,4,1
47,4/10/2016,399,4,1
47,4/10/2017,399,4,1
47,5/3/2017,399,4,1
47,5/11/2017,399,4,1
47,5/12/2017,399,4,1
48,23/07/2018,250,3,1
48,24/07/2019,250,3,1
48,22/05/2018,250,3,1
48,21/08/2018,250,3,1
48,23/03/2017,250,3,1
48,24/12/2018,1500,3,6
48,12/11/2016,750,3,3
48,12/10/2016,250,3,1
48,11/6/2018,250,3,1
48,13/09/2018,750,3,3
48,11/6/2017,1500,3,6
48,13/12/2017,750,3,3
48,12/4/2018,250,3,1
48,12/9/2016,250,3,1
48,13/02/2017,250,3,1
48,11/5/2017,250,3,1
48,11/6/2019,250,3,1
49,1/6/2019,1500,3,6
49,1/3/2018,750,3,3
49,1/3/2017,250,3,1
49,1/3/2019,750,3,3
49,1/11/2018,750,3,3
49,1/1/2017,250,3,1
49,1/2/2018,250,3,1
49,1/8/2018,750,3,3
49,1/11/2017,750,3,3
49,1/9/2016,250,3,1
49,1/7/2017,750,3,3
49,1/6/2017,250,3,1
49,1/6/2018,250,3,1
49,1/2/2019,250,3,1
49,1/4/2017,250,3,1
