id,customer_id,data_pagamento,valor,plano_id,qtde_meses_pagos
23,22,8/8/2017,100,1,1
23,22,9/2/2019,100,1,1
23,22,8/12/2017,100,1,1
23,22,8/7/2019,300,1,3
23,22,10/6/2017,100,1,1
23,22,10/10/2016,100,1,1
23,22,9/9/2016,100,1,1
23,23,9/11/2017,1110,2,6
24,23,9/1/2019,555,2,3
24,23,10/4/2019,555,2,3
24,23,10/4/2017,185,2,1
24,23,10/6/2017,555,2,3
24,23,11/6/2018,185,2,1
24,23,11/8/2018,555,2,3
24,23,9/5/2017,185,2,1
24,23,9/7/2019,185,2,1
24,23,11/1/2017,555,2,3
24,23,10/9/2016,185,2,1
24,23,10/12/2016,185,2,1
24,23,9/10/2017,185,2,1
24,23,11/12/2018,185,2,1
24,23,10/5/2018,185,2,1
24,23,9/10/2016,185,2,1
24,23,10/11/2016,185,2,1
24,23,10/11/2018,185,2,1
24,23,9/7/2018,185,2,1
24,24,15/09/2018,100,1,1
25,24,14/07/2017,100,1,1
25,24,14/07/2018,100,1,1
25,24,13/03/2019,300,1,3
25,24,15/10/2017,100,1,1
25,24,13/08/2017,100,1,1
25,24,13/04/2017,300,1,3
25,24,13/03/2018,100,1,1
25,24,13/06/2019,600,1,6
25,24,14/12/2016,300,1,3
25,24,15/05/2018,100,1,1
25,24,14/03/2017,100,1,1
25,24,14/11/2016,100,1,1
25,24,13/12/2017,100,1,1
25,24,13/10/2016,100,1,1
25,24,12/6/2018,100,1,1
25,24,14/11/2017,100,1,1
25,24,12/12/2018,100,1,1
25,24,14/01/2018,100,1,1
25,24,13/09/2016,100,1,1
25,24,13/02/2019,100,1,1
25,24,12/1/2019,100,1,1
25,24,12/2/2018,100,1,1
25,24,12/4/2018,100,1,1
25,25,15/07/2018,300,1,3
26,25,14/09/2017,100,1,1
26,25,15/06/2019,100,1,1
26,25,14/05/2017,100,1,1
26,25,14/05/2018,100,1,1
26,25,14/11/2016,300,1,3
26,25,15/06/2018,100,1,1
26,25,14/02/2019,100,1,1
26,25,15/10/2017,100,1,1
26,25,13/04/2018,100,1,1
26,25,15/11/2018,100,1,1
26,25,14/01/2018,100,1,1
26,25,14/03/2019,250,3,1
26,25,17/11/2017,250,3,1
26,25,13/06/2017,300,1,3
26,25,14/07/2019,300,1,3
26,25,14/04/2019,100,1,1
26,25,14/05/2019,100,1,1
26,25,14/02/2017,300,1,3
26,25,13/01/2019,100,1,1
26,25,14/03/2018,100,1,1
26,25,15/12/2017,100,1,1
26,25,14/09/2016,100,1,1
26,25,13/10/2016,100,1,1
26,25,14/10/2018,100,1,1
26,25,13/12/2018,100,1,1
26,26,17/08/2017,1110,2,6
27,26,16/02/2017,1110,2,6
27,26,15/12/2018,555,2,3
27,26,16/12/2016,185,2,1
27,26,17/05/2019,185,2,1
27,26,16/09/2016,185,2,1
27,26,16/02/2018,1110,2,6
27,26,16/10/2018,185,2,1
27,26,15/10/2016,185,2,1
27,26,15/03/2019,185,2,1
27,26,16/07/2019,185,2,1
27,26,15/11/2018,185,2,1
27,26,16/01/2017,185,2,1
27,26,15/11/2016,185,2,1
27,26,17/04/2019,185,2,1
27,26,15/08/2018,185,2,1
27,26,17/06/2019,185,2,1
27,26,15/09/2018,185,2,1
27,27,7/9/2017,750,3,3
28,27,8/9/2018,750,3,3
28,27,8/12/2017,750,3,3
28,27,8/3/2018,1500,3,6
28,27,6/4/2019,750,3,3
28,27,7/2/2019,250,3,1
28,27,6/7/2019,1500,3,6
28,27,8/5/2017,250,3,1
28,27,8/8/2017,250,3,1
28,27,8/3/2017,250,3,1
28,27,8/4/2017,250,3,1
28,27,7/1/2017,250,3,1
28,27,8/10/2016,250,3,1
28,27,7/6/2017,250,3,1
28,27,7/9/2016,250,3,1
28,27,8/11/2016,250,3,1
28,27,8/7/2017,250,3,1
28,27,8/2/2017,250,3,1
28,27,7/3/2019,250,3,1
28,28,12/7/2019,250,3,1
29,28,13/02/2017,750,3,3
29,28,12/7/2017,250,3,1
29,28,13/05/2018,750,3,3
29,28,13/09/2017,1500,3,6
29,28,13/04/2019,250,3,1
29,28,12/4/2018,250,3,1
29,28,13/10/2018,1500,3,6
29,28,12/5/2019,250,3,1
29,28,13/09/2016,250,3,1
29,28,12/12/2016,250,3,1
29,28,12/5/2017,250,3,1
29,28,13/11/2016,250,3,1
29,28,14/03/2018,250,3,1
29,28,13/10/2016,250,3,1
29,28,13/08/2017,250,3,1
29,28,12/9/2018,250,3,1
29,28,12/8/2018,250,3,1
29,28,12/1/2017,250,3,1
29,28,13/06/2017,250,3,1
29,29,14/12/2017,399,4,1
30,29,14/02/2017,1197,4,3
30,29,14/09/2017,1197,4,3
30,29,15/03/2019,2394,4,6
30,29,14/01/2018,399,4,1
30,29,14/07/2018,399,4,1
30,29,14/11/2018,399,4,1
30,29,13/11/2016,399,4,1
30,29,14/02/2018,399,4,1
30,29,14/12/2018,399,4,1
30,29,14/05/2017,399,4,1
30,29,12/6/2017,1197,4,3
30,29,12/5/2018,399,4,1
30,29,14/08/2018,1197,4,3
30,29,14/06/2018,399,4,1
30,29,14/01/2017,399,4,1
30,29,12/4/2018,399,4,1
30,29,12/12/2016,399,4,1
30,29,13/02/2019,399,4,1
30,29,14/03/2018,399,4,1
30,29,14/10/2016,399,4,1
30,30,12/1/2017,1197,4,3
31,30,11/4/2017,399,4,1
31,30,13/04/2018,2394,4,6
31,30,13/05/2017,399,4,1
31,30,13/08/2017,2394,4,6
31,30,11/2/2019,2394,4,6
31,30,13/10/2018,1197,4,3
31,30,12/6/2017,399,4,1
31,30,13/02/2018,399,4,1
31,30,11/1/2019,399,4,1
31,30,11/7/2017,399,4,1
31,30,12/10/2016,399,4,1
31,30,11/12/2016,399,4,1
31,30,11/9/2016,399,4,1
31,30,10/11/2016,399,4,1
31,30,11/3/2018,399,4,1
31,31,6/3/2019,300,1,3
32,31,7/1/2018,100,1,1
32,31,6/12/2018,100,1,1
32,31,8/6/2019,300,1,3
32,31,8/5/2018,600,1,6
32,31,8/3/2017,600,1,6
32,31,8/9/2016,100,1,1
32,31,8/12/2016,300,1,3
32,31,8/2/2018,100,1,1
32,31,9/4/2018,100,1,1
32,31,8/9/2017,100,1,1
32,31,9/2/2019,100,1,1
32,31,8/10/2017,100,1,1
32,31,8/11/2017,100,1,1
32,31,9/1/2019,100,1,1
32,31,8/3/2018,100,1,1
32,31,9/11/2016,100,1,1
32,31,8/12/2017,100,1,1
32,31,8/10/2016,100,1,1
32,31,7/11/2018,100,1,1
32,32,15/09/2017,600,1,6
33,32,14/09/2016,100,1,1
33,32,15/06/2017,100,1,1
33,32,15/09/2018,600,1,6
33,32,15/07/2018,100,1,1
33,32,14/02/2017,100,1,1
33,32,14/05/2019,100,1,1
33,32,15/06/2019,300,1,3
33,32,13/04/2019,100,1,1
33,32,13/05/2017,100,1,1
33,32,15/07/2017,100,1,1
33,32,14/01/2017,100,1,1
33,32,15/03/2019,100,1,1
33,32,15/08/2017,100,1,1
33,32,14/08/2018,100,1,1
33,32,14/12/2016,100,1,1
33,32,15/11/2016,100,1,1
33,32,14/03/2017,100,1,1
33,32,13/04/2017,100,1,1
33,32,15/05/2018,100,1,1
33,32,15/03/2018,100,1,1
33,32,13/06/2018,100,1,1
33,33,12/9/2017,399,4,1
34,33,11/4/2019,2394,4,6
34,33,11/1/2019,1197,4,3
34,33,11/6/2018,399,4,1
34,33,12/10/2018,399,4,1
34,33,11/2/2017,399,4,1
34,33,12/10/2016,399,4,1
34,33,13/05/2018,399,4,1
34,33,12/1/2018,399,4,1
34,33,2/4/2018,399,4,1
34,33,11/3/2017,399,4,1
34,33,13/04/2017,399,4,1
34,33,11/10/2017,399,4,1
34,33,11/7/2017,399,4,1
34,33,11/11/2017,399,4,1
34,33,11/11/2016,1197,4,3
34,33,13/07/2018,399,4,1
34,33,12/11/2018,399,4,1
34,33,11/12/2017,399,4,1
34,33,12/8/2017,399,4,1
34,33,11/12/2018,399,4,1
34,33,13/02/2018,399,4,1
34,33,7/5/2017,250,3,1
34,33,12/8/2018,399,4,1
34,33,12/9/2016,399,4,1
34,33,13/06/2017,399,4,1
34,34,4/1/2019,2394,4,6
35,34,3/8/2018,399,4,1
35,34,3/1/2017,399,4,1
35,34,3/10/2017,1197,4,3
35,34,4/6/2018,399,4,1
35,34,3/11/2016,399,4,1
35,34,3/4/2017,399,4,1
35,34,2/6/2017,1197,4,3
35,34,4/3/2018,399,4,1
35,34,4/5/2017,399,4,1
35,34,16/02/2017,185,2,1
35,34,2/3/2017,399,4,1
35,34,3/9/2018,399,4,1
35,34,3/12/2018,399,4,1
35,34,3/11/2018,399,4,1
35,34,4/4/2018,399,4,1
35,34,3/7/2019,399,4,1
35,34,3/10/2016,399,4,1
35,34,3/9/2016,399,4,1
35,34,4/5/2018,399,4,1
35,34,2/2/2018,399,4,1
35,34,4/1/2018,399,4,1
35,34,4/9/2017,399,4,1
35,34,2/12/2016,399,4,1
35,34,2/10/2018,399,4,1
35,35,24/10/2018,399,4,1
36,35,25/08/2017,2394,4,6
36,35,26/11/2016,1197,4,3
36,35,27/07/2019,1197,4,3
36,35,27/12/2018,1197,4,3
36,35,26/03/2018,2394,4,6
36,35,26/04/2017,399,4,1
36,35,27/03/2019,399,4,1
36,35,25/10/2016,399,4,1
36,35,25/11/2018,399,4,1
36,35,24/03/2017,399,4,1
36,35,24/05/2017,399,4,1
36,35,26/07/2017,399,4,1
36,35,24/04/2019,1197,4,3
36,35,24/06/2017,399,4,1
36,35,26/09/2018,399,4,1
36,35,24/09/2016,399,4,1
36,35,24/02/2018,399,4,1
36,36,15/05/2018,750,3,3
37,36,15/04/2019,250,3,1
37,36,14/10/2016,250,3,1
37,36,14/02/2017,1500,3,6
37,36,13/11/2017,750,3,3
37,36,15/11/2016,750,3,3
37,36,13/12/2018,750,3,3
37,36,15/06/2019,750,3,3
37,36,14/09/2018,250,3,1
37,36,18/11/2018,399,4,1
37,36,15/10/2018,250,3,1
37,36,14/09/2016,250,3,1
37,36,13/05/2019,250,3,1
37,36,15/08/2018,250,3,1
37,36,15/03/2018,250,3,1
37,36,14/10/2017,250,3,1
37,36,14/08/2017,250,3,1
37,37,6/7/2019,2394,4,6
38,38,19/07/2019,100,1,1
39,39,9/7/2019,750,3,3
40,39,8/11/2017,250,3,1
40,39,8/12/2018,250,3,1
40,39,8/1/2017,250,3,1
40,39,9/4/2018,250,3,1
40,39,7/6/2018,1500,3,6
40,39,7/9/2017,250,3,1
40,39,9/3/2019,750,3,3
40,39,8/5/2017,250,3,1
40,39,8/5/2018,250,3,1
40,39,9/8/2017,250,3,1
40,39,7/11/2016,250,3,1
40,39,1/6/2019,399,4,1
40,39,6/10/2016,250,3,1
40,39,7/6/2017,250,3,1
40,39,5/2/2018,250,3,1
40,39,5/10/2017,250,3,1
40,39,7/3/2018,250,3,1
40,39,7/2/2017,750,3,3
40,39,5/12/2017,250,3,1
40,39,5/12/2016,250,3,1
40,39,5/1/2018,250,3,1
40,39,7/2/2019,250,3,1
40,39,5/7/2017,250,3,1
40,39,7/1/2019,250,3,1
40,40,22/07/2019,2394,4,6
41,41,28/06/2017,300,1,3
42,41,28/12/2016,300,1,3
42,41,28/05/2019,100,1,1
42,41,28/09/2018,600,1,6
42,41,28/03/2019,100,1,1
42,41,9/3/2018,2394,4,6
42,41,28/11/2017,100,1,1
42,41,28/06/2019,100,1,1
42,41,28/05/2017,100,1,1
42,41,28/07/2019,300,1,3
42,41,28/11/2016,100,1,1
42,41,28/10/2016,100,1,1
42,41,28/12/2017,100,1,1
42,41,28/09/2017,100,1,1
42,41,28/03/2017,100,1,1
42,41,28/04/2019,100,1,1
42,41,28/10/2017,100,1,1
42,41,28/01/2018,100,1,1
42,41,28/04/2017,100,1,1
42,41,28/02/2018,100,1,1
42,42,27/05/2018,399,4,1
43,42,27/11/2016,399,4,1
43,42,27/06/2017,2394,4,6
43,42,27/02/2017,399,4,1
43,42,27/09/2018,1197,4,3
43,42,27/01/2019,1197,4,3
43,42,27/04/2018,399,4,1
43,42,27/05/2017,399,4,1
43,42,27/04/2019,2394,4,6
43,42,27/04/2017,399,4,1
43,42,27/06/2018,1197,4,3
43,42,27/03/2017,399,4,1
43,42,27/02/2018,399,4,1
43,42,27/01/2018,399,4,1
43,42,27/01/2017,399,4,1
43,42,27/09/2016,399,4,1
43,42,27/10/2016,399,4,1
43,42,27/12/2017,399,4,1
43,42,27/12/2018,399,4,1
43,42,27/12/2016,399,4,1
43,42,27/03/2018,399,4,1
43,43,28/10/2018,399,4,1
44,43,28/01/2019,2394,4,6
44,43,28/05/2017,399,4,1
44,43,28/07/2018,1197,4,3
44,43,28/10/2017,1197,4,3
44,43,28/12/2018,399,4,1
44,43,28/07/2019,399,4,1
44,43,28/11/2016,399,4,1
44,43,28/08/2017,399,4,1
44,43,28/06/2017,399,4,1
44,43,28/02/2017,1197,4,3
44,43,28/04/2018,1197,4,3
44,43,28/09/2017,399,4,1
44,43,28/07/2017,399,4,1
44,43,28/11/2018,399,4,1
44,43,28/09/2016,399,4,1
44,43,28/12/2016,399,4,1
44,43,28/02/2018,399,4,1
44,43,28/01/2018,399,4,1
44,43,28/10/2016,399,4,1
44,44,4/11/2018,2394,4,6
45,44,5/8/2018,399,4,1
45,44,6/10/2017,1197,4,3
45,44,7/4/2018,399,4,1
45,44,7/4/2017,2394,4,6
45,44,6/9/2016,399,4,1
45,44,7/10/2018,399,4,1
45,44,5/1/2017,399,4,1
45,44,7/10/2016,399,4,1
45,44,6/5/2019,399,4,1
45,44,7/5/2018,399,4,1
45,44,5/9/2018,399,4,1
45,44,5/2/2018,399,4,1
45,44,7/7/2019,399,4,1
45,44,7/6/2019,399,4,1
45,44,7/3/2018,399,4,1
45,44,5/1/2018,399,4,1
45,44,5/6/2018,399,4,1
45,44,6/3/2017,399,4,1
45,44,6/7/2018,399,4,1
45,45,12/4/2019,100,1,1
46,45,13/03/2018,300,1,3
46,45,12/12/2017,100,1,1
46,45,13/07/2018,100,1,1
46,45,13/01/2019,100,1,1
46,45,12/11/2017,100,1,1
46,45,13/07/2019,100,1,1
46,45,13/10/2016,100,1,1
46,45,12/6/2018,100,1,1
