id,customer_id,data_id,plano_id,valor,qtde_meses_pagos,
89,5,34,4,399,1,
90,5,91,4,399,1,
91,5,343,4,399,1,
92,5,285,4,399,1,
93,5,61,4,399,1,
94,6,193,1,600,6,
95,6,166,1,100,1,
96,6,530,1,600,6,
97,6,82,1,100,1,
98,6,893,1,100,1,
99,6,921,1,100,1,
100,6,418,1,100,1,
101,6,727,1,600,6,
102,6,447,1,100,1,
103,6,699,1,100,1,
104,6,950,1,100,1,
105,6,475,1,100,1,
106,6,363,1,100,1,
107,6,25,1,100,1,
108,6,388,1,100,1,
109,6,500,1,100,1,
110,6,136,1,100,1,
111,6,109,1,100,1,
112,6,976,1,100,1,
113,6,54,1,100,1,
114,7,125,2,185,1,
115,7,462,2,555,3,
116,7,349,2,555,3,
117,7,854,2,555,3,
118,7,712,2,185,1,
119,7,964,2,1110,6,
120,7,238,2,555,3,
121,7,936,2,185,1,
122,7,546,2,1110,6,
123,7,13,2,185,1,
124,7,42,2,185,1,
125,7,154,2,555,3,
126,7,768,2,555,3,
127,7,70,2,185,1,
128,7,98,2,185,1,
129,7,320,2,185,1,
130,7,740,2,185,1,
131,8,400,1,600,6,
132,8,652,1,100,1,
133,8,819,1,600,6,
134,8,680,1,300,3,
135,8,287,1,100,1,
136,8,315,1,300,3,
137,8,146,1,300,3,
138,8,118,1,100,1,
139,8,566,1,300,3,
140,8,790,1,100,1,
141,8,231,1,100,1,
142,8,7,1,100,1,
143,8,90,1,100,1,
144,8,764,1,100,1,
145,8,39,4,399,1,
146,9,510,4,2394,6,
147,9,146,4,399,1,
148,9,175,4,2394,6,
149,9,819,4,1197,3,
150,9,341,4,399,1,
151,9,957,4,2394,6,
152,9,762,4,399,1,
153,9,482,4,399,1,
154,9,369,4,1197,3,
155,9,930,4,399,1,
156,9,733,4,399,1,
157,9,454,4,399,1,
158,9,678,4,399,1,
159,9,62,4,1197,3,
160,9,45,4,399,1,
161,9,912,4,399,1,
162,9,802,4,399,1,
163,10,232,3,1500,6,
164,10,793,3,1500,6,
165,10,427,3,1500,6,
166,10,959,3,250,1,
167,10,65,3,750,3,
168,10,737,3,250,1,
169,10,652,3,750,3,
170,10,149,3,250,1,
171,10,36,3,250,1,
172,10,623,3,250,1,
173,10,764,3,250,1,
174,10,8,3,250,1,
175,10,399,3,250,1,
176,11,746,4,1197,3,
177,11,243,4,399,1,
178,11,859,4,1197,3,
179,11,607,4,399,1,
180,11,944,4,399,1,
181,11,300,4,1197,3,
182,11,158,4,1197,3,
183,11,523,4,1197,3,
184,11,18,4,399,1,
185,11,130,4,399,1,
186,11,718,4,399,1,
187,11,411,4,399,1,
188,11,271,4,399,1,
189,11,831,4,399,1,
190,11,466,4,399,1,
191,11,969,4,399,1,
192,11,101,4,399,1,
193,11,46,4,399,1,
194,11,689,4,399,1,
195,11,392,1,100,1,
196,11,635,4,399,1,
197,11,661,4,399,1,
198,12,975,1,100,1,
199,13,62,4,1197,3,
200,13,147,4,399,1,
201,13,735,4,2394,6,
202,13,287,4,1197,3,
203,13,370,4,1197,3,
204,13,482,4,399,1,
205,13,594,4,399,1,
206,13,229,4,399,1,
207,13,623,4,399,1,
208,13,901,4,1197,3,
209,13,511,4,399,1,
210,13,6,4,399,1,
211,13,455,4,399,1,
212,13,203,4,399,1,
213,13,175,4,399,1,
214,13,649,4,1197,3,
215,13,257,4,399,1,
216,13,33,4,399,1,
217,13,565,4,399,1,
218,14,297,4,399,1,
219,14,884,4,399,1,
220,14,324,4,399,1,
221,14,380,4,2394,6,
222,14,606,4,1197,3,
223,14,774,4,1197,3,
224,14,157,4,399,1,
225,14,690,4,1197,3,
226,14,940,4,1197,3,
227,14,186,4,399,1,
228,14,549,4,399,1,
229,14,17,4,399,1,
230,14,270,4,399,1,
231,14,213,4,399,1,
232,14,858,4,399,1,
233,14,240,4,399,1,
234,14,74,4,399,1,
235,14,914,4,399,1,
236,14,128,4,399,1,
237,14,46,4,399,1,
238,14,576,4,399,1,
239,14,353,4,399,1,
240,15,496,2,185,1,
241,15,637,2,1110,6,
242,15,48,2,185,1,
243,15,215,2,555,3,
244,15,607,2,185,1,
245,15,133,2,555,3,
246,15,468,2,185,1,
247,15,889,2,555,3,
248,15,439,2,185,1,
249,15,525,2,185,1,
250,15,831,2,185,1,
251,15,804,2,185,1,
252,15,973,2,555,3,
253,15,328,2,185,1,
254,15,104,2,185,1,
255,15,20,2,185,1,
256,15,551,2,185,1,
257,15,299,2,185,1,
258,15,866,1,100,1,
259,15,356,2,185,1,
260,15,579,2,185,1,
261,15,412,2,185,1,
262,16,711,2,555,3,
263,16,292,2,1110,6,
264,16,852,2,185,1,
265,16,125,2,185,1,
266,16,461,2,555,3,
267,16,910,2,185,1,
268,16,965,2,185,1,
269,16,13,2,185,1,
270,16,210,2,185,1,
271,16,154,2,185,1,
272,16,629,2,555,3,
273,16,69,2,185,1,
274,16,42,2,185,1,
275,16,602,2,185,1,
276,16,103,4,399,1,
277,16,825,2,185,1,
278,16,573,2,185,1,
279,16,938,2,185,1,
280,16,266,2,185,1,
281,16,238,2,185,1,
282,16,182,2,185,1,
283,16,796,2,185,1,
284,16,880,2,185,1,
285,17,927,4,1197,3,
286,17,786,4,399,1,
287,17,142,4,1197,3,
288,17,371,3,1500,6,
289,17,114,4,399,1,
290,17,311,4,399,1,
291,17,255,4,399,1,
292,17,617,4,1197,3,
293,17,729,4,399,1,
294,17,841,4,399,1,
295,17,757,4,399,1,
296,17,3,4,399,1,
297,17,899,4,399,1,
298,17,870,4,399,1,
299,17,339,4,399,1,
300,17,228,4,399,1,
301,17,564,4,399,1,
302,17,283,4,399,1,
303,17,30,4,399,1,
304,17,590,4,399,1,
305,17,60,4,399,1,
306,17,535,4,399,1,
307,17,816,4,399,1,
308,17,88,4,399,1,
309,18,595,3,750,3,
310,18,932,3,250,1,
311,18,483,3,250,1,
312,18,288,3,250,1,
313,18,765,3,250,1,
314,18,373,3,750,3,
315,18,233,3,250,1,
316,18,64,3,250,1,
317,18,205,3,250,1,
318,18,903,3,250,1,
319,18,148,3,250,1,
320,18,513,3,250,1,
321,18,708,3,250,1,
322,18,36,3,250,1,
323,18,961,3,750,3,
324,18,569,3,250,1,
325,18,317,3,250,1,
326,18,821,3,750,3,
327,18,540,3,250,1,
328,18,681,3,250,1,
329,18,343,3,250,1,
330,18,120,3,250,1,
331,18,457,3,250,1,
332,19,190,4,1197,3,
333,19,833,4,399,1,
334,19,133,4,399,1,
335,19,273,4,399,1,
336,19,497,4,2394,6,
337,19,974,4,2394,6,
338,19,664,4,1197,3,
339,19,749,4,399,1,
340,19,330,4,1197,3,
341,19,916,4,399,1,
342,19,778,4,399,1,
343,19,441,4,399,1,
344,19,806,4,399,1,
345,19,50,4,399,1,
346,19,469,4,399,1,
347,19,107,4,399,1,
348,19,890,4,399,1,
349,19,413,4,399,1,
350,19,947,4,399,1,
351,19,163,4,399,1,
352,19,302,4,399,1,
353,20,861,2,1110,6,
354,20,440,2,1110,6,
355,20,161,2,185,1,
356,20,49,2,185,1,
357,20,693,2,555,3,
358,20,78,2,555,3,
359,20,246,2,555,3,
360,20,776,2,185,1,
361,20,412,2,185,1,
362,20,666,2,185,1,
363,20,357,2,185,1,
364,20,806,2,185,1,
365,20,188,2,185,1,
366,20,217,2,185,1,
367,20,328,2,185,1,
368,20,20,2,185,1,
369,20,607,2,185,1,
370,20,832,2,185,1,
371,21,913,3,1500,6,
372,21,212,3,250,1,
373,21,101,3,250,1,
374,21,240,3,1500,6,
375,21,408,3,1500,6,
376,21,688,3,750,3,
377,21,604,3,750,3,
378,21,772,3,750,3,
379,21,886,3,250,1,
380,21,128,3,250,1,
381,21,17,3,250,1,
382,21,857,3,250,1,
383,21,73,3,250,1,
384,21,184,3,250,1,
385,21,44,3,250,1,
386,21,577,3,250,1,
387,22,571,1,600,6,
388,22,935,1,100,1,
389,22,346,1,300,3,
390,22,65,1,300,3,
391,22,150,1,300,3,
392,22,484,1,300,3,
393,22,848,1,300,3,
394,22,456,1,100,1,
395,22,234,1,100,1,
396,22,738,1,100,1,
397,22,794,1,100,1,
398,22,316,1,100,1,
399,22,821,1,100,1,
400,22,428,1,100,1,
401,22,960,1,300,3,
402,22,262,1,100,1,
403,22,38,1,100,1,
404,22,9,1,100,1,
405,23,401,2,1110,6,
406,23,793,2,555,3,
407,23,878,2,555,3,
408,23,206,2,185,1,
409,23,262,2,555,3,
410,23,599,2,185,1,
411,23,655,2,555,3,
412,23,233,2,185,1,
413,23,961,2,185,1,
414,23,123,2,555,3,
415,23,10,2,185,1,
416,23,94,2,185,1,
417,23,373,2,185,1,
418,23,767,2,185,1,
419,23,570,2,185,1,
420,23,37,2,185,1,
421,23,66,2,185,1,
422,23,738,2,185,1,
423,23,625,2,185,1,
424,24,687,1,100,1,
425,24,294,1,100,1,
426,24,630,1,100,1,
427,24,853,1,300,3,
428,24,379,1,100,1,
429,24,321,1,100,1,
430,24,209,1,300,3,
431,24,517,1,100,1,
432,24,937,1,600,6,
433,24,98,1,300,3,
434,24,575,1,100,1,
435,24,182,1,100,1,
436,24,70,1,100,1,
437,24,433,1,100,1,
438,24,41,1,100,1,
439,24,600,1,100,1,
440,24,406,1,100,1,
441,24,768,1,100,1,
442,24,462,1,100,1,
443,24,13,1,100,1,
444,24,825,1,100,1,
445,24,796,1,100,1,
446,24,488,1,100,1,
447,24,544,1,100,1,
448,25,631,1,300,3,
449,25,350,1,100,1,
450,25,939,1,100,1,
451,25,238,1,100,1,
452,25,574,1,100,1,
453,25,70,1,300,3,
454,25,603,1,100,1,
455,25,826,1,100,1,
456,25,379,1,100,1,
457,25,545,1,100,1,
458,25,743,1,100,1,
459,25,462,1,100,1,
460,25,854,3,250,1,
461,25,409,3,250,1,
462,25,265,1,300,3,
463,25,966,1,300,3,
464,25,882,1,100,1,
465,25,910,1,100,1,
466,25,154,1,300,3,
467,25,797,1,100,1,
468,25,518,1,100,1,
469,25,435,1,100,1,
470,25,14,1,100,1,
471,25,41,1,100,1,
472,25,714,1,100,1,
473,25,769,1,100,1,
474,26,325,2,1110,6,
475,26,156,2,1110,6,
476,26,771,2,555,3,
477,26,100,2,185,1,
478,26,913,2,185,1,
479,26,16,2,185,1,
480,26,492,2,1110,6,
481,26,716,2,185,1,
482,26,43,2,185,1,
483,26,855,2,185,1,
484,26,968,2,185,1,
485,26,743,2,185,1,
486,26,128,2,185,1,
487,26,71,2,185,1,
488,26,885,2,185,1,
489,26,659,2,185,1,
490,26,941,2,185,1,
491,26,687,2,185,1,
492,27,343,3,750,3,
493,27,680,3,750,3,
494,27,428,3,750,3,
495,27,512,3,1500,6,
496,27,874,3,750,3,
497,27,819,3,250,1,
498,27,958,3,1500,6,
499,27,232,3,250,1,
500,27,316,3,250,1,
501,27,176,3,250,1,
502,27,204,3,250,1,
503,27,119,3,250,1,
504,27,36,3,250,1,
505,27,259,3,250,1,
506,27,7,3,250,1,
507,27,64,3,250,1,
508,27,288,3,250,1,
509,27,148,3,250,1,
510,27,847,3,250,1,
511,28,964,3,250,1,
512,28,153,3,750,3,
513,28,292,3,250,1,
514,28,573,3,750,3,
515,28,349,3,1500,6,
516,28,881,3,250,1,
517,28,544,3,250,1,
518,28,713,3,1500,6,
519,28,908,3,250,1,
520,28,13,3,250,1,
521,28,96,3,250,1,
522,28,236,3,250,1,
523,28,69,3,250,1,
524,28,518,3,250,1,
525,28,41,3,250,1,
526,28,321,3,250,1,
527,28,684,3,250,1,
528,28,656,3,250,1,
529,28,124,3,250,1,
530,28,265,3,250,1,
531,29,434,4,399,1,
532,29,154,4,1197,3,
533,29,350,4,1197,3,
534,29,855,4,2394,6,
535,29,462,4,399,1,
536,29,630,4,399,1,
537,29,742,4,399,1,
538,29,69,4,399,1,
539,29,490,4,399,1,
540,29,770,4,399,1,
541,29,238,4,399,1,
542,29,264,4,1197,3,
543,29,572,4,399,1,
544,29,658,4,1197,3,
545,29,602,4,399,1,
546,29,126,4,399,1,
547,29,544,4,399,1,
548,29,96,4,399,1,
549,29,825,4,399,1,
550,29,518,4,399,1,
551,29,42,4,399,1,
552,30,124,4,1197,3,
553,30,207,4,399,1,
554,30,545,4,2394,6,
555,30,237,4,399,1,
556,30,321,4,2394,6,
557,30,823,4,2394,6,
558,30,713,4,1197,3,
559,30,264,4,399,1,
560,30,489,4,399,1,
561,30,795,4,399,1,
562,30,291,4,399,1,
563,30,40,4,399,1,
564,30,95,4,399,1,
565,30,11,4,399,1,
566,30,66,4,399,1,
567,30,515,4,399,1,
568,31,846,1,300,3,
569,31,455,1,100,1,
570,31,762,1,100,1,
571,31,932,1,300,3,
572,31,568,1,600,6,
573,31,176,1,600,6,
574,31,8,1,100,1,
575,31,92,1,300,3,
576,31,484,1,100,1,
577,31,541,1,100,1,
578,31,344,1,100,1,
579,31,821,1,100,1,
580,31,372,1,100,1,
581,31,400,1,100,1,
582,31,793,1,100,1,
583,31,512,1,100,1,
584,31,65,1,100,1,
585,31,428,1,100,1,
586,31,36,1,100,1,
587,31,735,1,100,1,
588,32,351,1,600,6,
589,32,14,1,100,1,
590,32,267,1,100,1,
591,32,687,1,600,6,
592,32,631,1,100,1,
593,32,154,1,100,1,
594,32,910,1,100,1,
595,32,939,1,300,3,
596,32,881,1,100,1,
597,32,237,1,100,1,
598,32,295,1,100,1,
599,32,126,1,100,1,
600,32,855,1,100,1,
601,32,323,1,100,1,
602,32,658,1,100,1,
603,32,98,1,100,1,
604,32,71,1,100,1,
605,32,182,1,100,1,
606,32,209,1,100,1,
607,32,575,1,100,1,
608,32,519,1,100,1,
609,32,601,1,100,1,
610,33,348,4,399,1,
611,33,879,4,2394,6,
612,33,795,4,1197,3,
613,33,599,4,399,1,
614,33,712,4,399,1,
615,33,151,4,399,1,
616,33,40,4,399,1,
617,33,573,4,399,1,
618,33,460,4,399,1,
619,33,534,4,399,1,
620,33,179,4,399,1,
621,33,209,4,399,1,
622,33,375,4,399,1,
623,33,291,4,399,1,
624,33,403,4,399,1,
625,33,67,4,1197,3,
626,33,629,4,399,1,
627,33,740,4,399,1,
628,33,431,4,399,1,
629,33,320,4,399,1,
630,33,767,4,399,1,
631,33,489,4,399,1,
632,33,231,3,250,1,
633,33,656,4,399,1,
634,33,12,4,399,1,
635,33,265,4,399,1,
636,34,788,4,2394,6,
637,34,647,4,399,1,
638,34,115,4,399,1,
639,34,367,4,1197,3,
640,34,592,4,399,1,
641,34,59,4,399,1,
642,34,199,4,399,1,
643,34,254,4,1197,3,
644,34,508,4,399,1,
645,34,228,4,399,1,
646,34,156,2,185,1,
647,34,170,4,399,1,
648,34,675,4,399,1,
649,34,759,4,399,1,
650,34,731,4,399,1,
651,34,536,4,399,1,
652,34,955,4,399,1,
653,34,31,4,399,1,
654,34,3,4,399,1,
655,34,564,4,399,1,
656,34,478,4,399,1,
657,34,452,4,399,1,
658,34,340,4,399,1,
659,34,86,4,399,1,
660,34,702,4,399,1,
661,35,724,4,399,1,
662,35,333,4,2394,6,
663,35,82,4,1197,3,
664,35,979,4,1197,3,
665,35,783,4,1197,3,
666,35,530,4,2394,6,
667,35,222,4,399,1,
668,35,867,4,399,1,
669,35,53,4,399,1,
670,35,753,4,399,1,
671,35,192,4,399,1,
672,35,248,4,399,1,
673,35,306,4,399,1,
674,35,892,4,1197,3,
675,35,276,4,399,1,
676,35,698,4,399,1,
677,35,24,4,399,1,
678,35,500,4,399,1,
679,36,575,3,750,3,
680,36,883,3,250,1,
681,36,42,3,250,1,
682,36,154,3,1500,6,
683,36,405,3,750,3,
684,36,71,3,750,3,
685,36,769,3,750,3,
686,36,939,3,750,3,
687,36,686,3,250,1,
688,36,746,4,399,1,
689,36,715,3,250,1,
690,36,14,3,250,1,
691,36,909,3,250,1,
692,36,659,3,250,1,
693,36,519,3,250,1,
694,36,378,3,250,1,
695,36,322,3,250,1,
696,37,958,4,2394,6,
697,38,971,1,100,1,
698,39,961,3,750,3,
699,39,400,3,250,1,
700,39,764,3,250,1,
701,39,120,3,250,1,
702,39,541,3,250,1,
703,39,595,3,1500,6,
704,39,343,3,250,1,
705,39,849,3,750,3,
706,39,232,3,250,1,
707,39,568,3,250,1,
708,39,317,3,250,1,
709,39,63,3,250,1,
710,39,925,4,399,1,
711,39,34,3,250,1,
712,39,259,3,250,1,
713,39,481,3,250,1,
714,39,369,3,250,1,
715,39,511,3,250,1,
716,39,147,3,750,3,
717,39,425,3,250,1,
718,39,89,3,250,1,
719,39,453,3,250,1,
720,39,819,3,250,1,
721,39,285,3,250,1,
722,39,791,3,250,1,
723,40,974,4,2394,6,
724,41,280,1,300,3,
725,41,112,1,300,3,
726,41,924,1,100,1,
727,41,700,1,600,6,
728,41,868,1,100,1,
729,41,513,4,2394,6,
730,41,420,1,100,1,
731,41,952,1,100,1,
732,41,252,1,100,1,
733,41,980,1,300,3,
734,41,84,1,100,1,
735,41,56,1,100,1,
736,41,448,1,100,1,
737,41,364,1,100,1,
738,41,196,1,100,1,
739,41,896,1,100,1,
740,41,392,1,100,1,
741,41,476,1,100,1,
742,41,224,1,100,1,
743,41,504,1,100,1,
744,42,587,4,399,1,
745,42,83,4,399,1,
746,42,279,4,2394,6,
747,42,167,4,399,1,
748,42,699,4,1197,3,
749,42,811,4,1197,3,
750,42,559,4,399,1,
751,42,251,4,399,1,
752,42,895,4,2394,6,
753,42,223,4,399,1,
754,42,615,4,1197,3,
755,42,195,4,399,1,
756,42,503,4,399,1,
757,42,475,4,399,1,
758,42,139,4,399,1,
759,42,27,4,399,1,
760,42,55,4,399,1,
761,42,447,4,399,1,
762,42,783,4,399,1,
763,42,111,4,399,1,
764,42,531,4,399,1,
765,43,728,4,399,1,
766,43,812,4,2394,6,
767,43,252,4,399,1,
768,43,644,4,1197,3,
769,43,392,4,1197,3,
770,43,784,4,399,1,
771,43,980,4,399,1,
772,43,84,4,399,1,
773,43,336,4,399,1,
774,43,280,4,399,1,
775,43,168,4,1197,3,
776,43,560,4,1197,3,
777,43,364,4,399,1,
778,43,308,4,399,1,
779,43,756,4,399,1,
780,43,28,4,399,1,
781,43,112,4,399,1,
782,43,504,4,399,1,
783,43,476,4,399,1,
784,43,56,4,399,1,
785,44,732,4,2394,6,
786,44,649,4,399,1,
787,44,370,4,1197,3,
788,44,539,4,399,1,
789,44,203,4,2394,6,
790,44,6,4,399,1,
791,44,707,4,399,1,
792,44,117,4,399,1,
793,44,35,4,399,1,
794,44,902,4,399,1,
795,44,567,4,399,1,
796,44,677,4,399,1,
797,44,481,4,399,1,
798,44,959,4,399,1,
799,44,931,4,399,1,
800,44,511,4,399,1,
801,44,453,4,399,1,
802,44,593,4,399,1,
803,44,174,4,399,1,
804,44,622,4,399,1,
805,45,880,1,100,1,
806,45,517,1,300,3,
807,45,432,1,100,1,
808,45,629,1,100,1,
809,45,797,1,100,1,
810,45,404,1,100,1,
811,45,965,1,100,1,
812,45,41,1,100,1,
813,45,600,1,100,1,
814,45,350,1,100,1,
815,45,153,1,100,1,
816,45,936,1,100,1,
817,45,378,1,100,1,
818,45,68,1,300,3,
819,45,181,1,300,3,
820,45,12,1,100,1,
821,45,741,1,100,1,
822,45,263,1,300,3,
823,45,909,1,100,1,
824,45,656,1,300,3,
825,45,459,1,100,1,
826,45,825,1,100,1,
827,45,848,2,185,1,
828,46,201,4,399,1,
829,46,174,4,399,1,
830,46,566,4,399,1,
831,46,285,4,2394,6,
832,46,455,4,1197,3,
833,46,929,4,1197,3,
834,46,623,4,399,1,
835,46,537,4,399,1,
836,46,649,4,399,1,
837,46,677,4,2394,6,
838,46,847,4,399,1,
839,46,258,4,399,1,
840,46,903,4,399,1,
841,46,146,4,399,1,
842,46,874,4,399,1,
843,46,33,4,399,1,
844,46,594,4,399,1,
845,46,4,4,399,1,
846,46,118,1,100,1,
847,46,87,4,399,1,
848,46,59,4,399,1,
849,46,227,4,399,1,
850,47,845,1,300,3,
851,47,592,1,300,3,
852,47,675,1,300,3,
853,47,59,1,100,1,
854,47,200,1,100,1,
855,47,422,1,100,1,
856,47,284,1,100,1,
857,47,954,1,100,1,
858,47,450,1,100,1,
859,47,226,1,100,1,
860,47,760,1,300,3,
861,47,366,1,100,1,
862,47,172,1,100,1,
863,47,311,1,100,1,
864,47,340,1,100,1,
865,47,534,1,100,1,
866,47,563,1,100,1,
867,47,115,1,100,1,
868,47,396,1,100,1,
869,47,927,1,100,1,
870,47,255,1,100,1,
871,47,87,1,100,1,
872,47,31,1,100,1,
873,47,144,1,100,1,
874,48,481,4,399,1,
875,48,202,4,2394,6,
876,48,793,2,1110,6,
877,48,5,4,399,1,
878,48,60,4,399,1,
879,48,958,4,399,1,
880,48,89,4,1197,3,
881,48,509,4,1197,3,
882,48,622,4,1197,3,
883,48,594,4,399,1,
884,48,706,4,1197,3,
885,48,454,4,399,1,
886,48,32,4,399,1,
887,48,368,4,399,1,
888,48,173,4,399,1,
889,48,397,4,399,1,
890,48,425,4,399,1,
891,49,639,3,250,1,
892,49,976,3,250,1,
893,49,582,3,250,1,
894,49,665,3,250,1,
895,49,191,3,250,1,
896,49,780,3,1500,6,
897,49,68,3,750,3,
898,49,40,3,250,1,
899,49,599,3,250,1,
900,49,685,3,750,3,
901,49,263,3,1500,6,
902,49,433,3,750,3,
903,49,544,3,250,1,
904,49,12,3,250,1,
905,49,153,3,250,1,
906,49,235,3,250,1,
907,49,935,3,250,1,
908,50,925,3,1500,6,
909,50,505,3,750,3,
910,50,169,3,250,1,
911,50,841,3,750,3,
912,50,729,3,750,3,
913,50,113,3,250,1,
914,50,477,3,250,1,
915,50,645,3,750,3,
916,50,393,3,750,3,
917,50,1,3,250,1,
918,50,281,3,750,3,
919,50,253,3,250,1,
920,50,589,3,250,1,
921,50,813,3,250,1,
922,50,197,3,250,1,
923,50,85,3,250,1,
924,50,617,3,250,1,
925,50,225,3,250,1,
926,50,365,3,250,1,
927,50,29,3,250,1,
928,50,57,3,250,1,
929,51,325,4,1197,3,
930,51,716,4,2394,6,
931,51,941,4,399,1,
932,51,522,4,1197,3,
933,51,437,4,1197,3,
934,51,158,4,2394,6,
935,51,970,4,399,1,
936,51,662,4,399,1,
937,51,101,4,399,1,
938,51,884,4,399,1,
939,51,606,4,399,1,
940,51,689,4,399,1,
941,51,46,4,399,1,
942,51,635,4,399,1,
943,51,17,4,399,1,
944,51,129,4,399,1,
945,51,73,4,399,1,
946,51,912,4,399,1,
947,51,408,4,399,1,
948,52,953,3,1500,6,
949,53,393,1,100,1,
950,53,813,1,300,3,
951,53,505,1,100,1,
952,53,533,1,100,1,
953,53,225,1,100,1,
954,53,113,1,300,3,
955,53,617,1,100,1,
956,53,589,1,100,1,
957,53,29,1,100,1,
958,53,57,1,100,1,
959,53,925,1,300,3,
960,53,421,1,300,3,
961,53,645,1,300,3,
962,53,253,1,300,3,
963,53,85,1,100,1,
964,53,729,1,300,3,
965,53,897,1,100,1,
966,53,197,1,100,1,
967,53,561,1,100,1,
968,53,1,1,100,1,
969,53,337,1,100,1,
970,53,365,1,100,1,
971,54,303,2,555,3,
972,54,527,2,1110,6,
973,54,387,2,185,1,
974,54,80,2,555,3,
975,54,723,2,555,3,
976,54,683,2,185,1,
977,54,165,2,185,1,
978,54,220,2,185,1,
979,54,975,2,185,1,
980,54,891,2,555,3,
981,54,471,2,185,1,
982,54,443,2,185,1,
983,54,277,2,185,1,
984,54,52,2,185,1,
985,54,865,2,185,1,
986,54,807,2,185,1,
987,54,24,2,185,1,
988,54,500,2,185,1,
989,54,835,2,185,1,
990,54,247,2,185,1,
991,54,191,2,185,1,
992,54,416,2,185,1,
993,55,557,3,1500,6,
994,55,445,3,750,3,
995,55,809,3,250,1,
996,55,920,3,750,3,
997,55,780,3,250,1,
998,55,866,3,250,1,
999,55,164,3,750,3,
1000,55,52,3,250,1,
1001,55,303,3,250,1,
1002,55,835,3,250,1,
1003,55,388,3,250,1,
1004,55,25,3,250,1,
1005,55,725,3,250,1,
1006,55,894,3,250,1,
1007,55,136,3,250,1,
1008,55,249,3,250,1,
1009,55,361,3,250,1,
1010,55,753,3,250,1,
1011,55,110,3,250,1,
1012,55,81,3,250,1,
1013,55,334,3,250,1,
1014,56,980,2,555,3,
1015,57,841,4,1197,3,
1016,57,1,4,399,1,
1017,57,253,4,399,1,
1018,57,477,4,399,1,
1019,57,113,4,399,1,
1020,57,673,4,2394,6,
1021,57,85,4,399,1,
1022,57,309,4,2394,6,
1023,57,169,4,1197,3,
1024,57,617,4,399,1,
1025,57,57,4,399,1,
1026,57,281,4,399,1,
1027,57,505,4,399,1,
1028,57,589,4,399,1,
1029,57,561,4,399,1,
1030,57,533,4,399,1,
1031,57,925,4,399,1,
1032,57,953,4,399,1,
1033,57,141,4,399,1,
1034,58,381,2,185,1,
1035,58,437,2,1110,6,
1036,58,100,2,185,1,
1037,58,967,2,185,1,
1038,58,800,2,185,1,
1039,58,211,2,555,3,
1040,58,631,2,555,3,
1041,58,323,2,185,1,
1042,58,911,2,185,1,
1043,58,827,2,185,1,
1044,58,71,2,185,1,
1045,58,295,2,185,1,
1046,58,128,2,185,1,
1047,58,352,2,185,1,
1048,58,884,2,185,1,
1049,58,714,2,555,3,
1050,58,182,2,185,1,
1051,58,855,2,185,1,
1052,58,15,2,185,1,
1053,58,155,2,185,1,
1054,58,939,2,185,1,
1055,58,406,2,185,1,
1056,59,314,3,250,1,
1057,59,175,3,750,3,
