id,customer_id,data_id,plano_id,valor,qtde_meses_pagos
268,15,965,2,185,1
269,15,13,2,185,1
270,15,210,2,185,1
271,15,154,2,185,1
272,15,629,2,555,3
273,15,69,2,185,1
274,15,42,2,185,1
275,15,602,2,185,1
276,15,103,4,399,1
277,15,825,2,185,1
278,15,573,2,185,1
279,15,938,2,185,1
280,15,266,2,185,1
281,15,238,2,185,1
282,15,182,2,185,1
283,15,796,2,185,1
284,15,880,2,185,1
285,16,927,4,1197,3
286,16,786,4,399,1
287,16,142,4,1197,3
288,16,371,3,1500,6
289,16,114,4,399,1
290,16,311,4,399,1
291,16,255,4,399,1
292,16,617,4,1197,3
293,16,729,4,399,1
294,16,841,4,399,1
295,16,757,4,399,1
296,16,3,4,399,1
297,16,899,4,399,1
298,16,870,4,399,1
299,16,339,4,399,1
300,16,228,4,399,1
301,16,564,4,399,1
302,16,283,4,399,1
303,16,30,4,399,1
304,16,590,4,399,1
305,16,60,4,399,1
306,16,535,4,399,1
307,16,816,4,399,1
308,16,88,4,399,1
309,17,595,3,750,3
310,17,932,3,250,1
311,17,483,3,250,1
312,17,288,3,250,1
313,17,765,3,250,1
314,17,373,3,750,3
315,17,233,3,250,1
316,17,64,3,250,1
317,17,205,3,250,1
318,17,903,3,250,1
319,17,148,3,250,1
320,17,513,3,250,1
321,17,708,3,250,1
322,17,36,3,250,1
323,17,961,3,750,3
324,17,569,3,250,1
325,17,317,3,250,1
326,17,821,3,750,3
327,17,540,3,250,1
328,17,681,3,250,1
329,17,343,3,250,1
330,17,120,3,250,1
331,17,457,3,250,1
332,18,190,4,1197,3
333,18,833,4,399,1
334,18,133,4,399,1
335,18,273,4,399,1
336,18,497,4,2394,6
337,18,974,4,2394,6
338,18,664,4,1197,3
339,18,749,4,399,1
340,18,330,4,1197,3
341,18,916,4,399,1
342,18,778,4,399,1
343,18,441,4,399,1
344,18,806,4,399,1
345,18,50,4,399,1
346,18,469,4,399,1
347,18,107,4,399,1
348,18,890,4,399,1
349,18,413,4,399,1
350,18,947,4,399,1
351,18,163,4,399,1
352,18,302,4,399,1
353,19,861,2,1110,6
354,19,440,2,1110,6
355,19,161,2,185,1
356,19,49,2,185,1
357,19,693,2,555,3
358,19,78,2,555,3
359,19,246,2,555,3
360,19,776,2,185,1
361,19,412,2,185,1
362,19,666,2,185,1
363,19,357,2,185,1
364,19,806,2,185,1
365,19,188,2,185,1
366,19,217,2,185,1
367,19,328,2,185,1
368,19,20,2,185,1
369,19,607,2,185,1
370,19,832,2,185,1
371,20,913,3,1500,6
372,20,212,3,250,1
373,20,101,3,250,1
374,20,240,3,1500,6
375,20,408,3,1500,6
376,20,688,3,750,3
377,20,604,3,750,3
378,20,772,3,750,3
379,20,886,3,250,1
380,20,128,3,250,1
381,20,17,3,250,1
382,20,857,3,250,1
383,20,73,3,250,1
384,20,184,3,250,1
385,20,44,3,250,1
386,20,577,3,250,1
387,21,571,1,600,6
388,21,935,1,100,1
389,21,346,1,300,3
390,21,65,1,300,3
391,21,150,1,300,3
392,21,484,1,300,3
393,21,848,1,300,3
394,21,456,1,100,1
395,21,234,1,100,1
396,21,738,1,100,1
397,21,794,1,100,1
398,21,316,1,100,1
399,21,821,1,100,1
400,21,428,1,100,1
401,21,960,1,300,3
402,21,262,1,100,1
403,21,38,1,100,1
404,21,9,1,100,1
405,22,401,2,1110,6
406,22,793,2,555,3
407,22,878,2,555,3
408,22,206,2,185,1
409,22,262,2,555,3
410,22,599,2,185,1
411,22,655,2,555,3
412,22,233,2,185,1
413,22,961,2,185,1
414,22,123,2,555,3
415,22,10,2,185,1
416,22,94,2,185,1
417,22,373,2,185,1
418,22,767,2,185,1
419,22,570,2,185,1
420,22,37,2,185,1
421,22,66,2,185,1
422,22,738,2,185,1
423,22,625,2,185,1
424,23,687,1,100,1
425,23,294,1,100,1
426,23,630,1,100,1
427,23,853,1,300,3
428,23,379,1,100,1
429,23,321,1,100,1
430,23,209,1,300,3
431,23,517,1,100,1
432,23,937,1,600,6
433,23,98,1,300,3
434,23,575,1,100,1
435,23,182,1,100,1
436,23,70,1,100,1
437,23,433,1,100,1
438,23,41,1,100,1
439,23,600,1,100,1
440,23,406,1,100,1
441,23,768,1,100,1
442,23,462,1,100,1
443,23,13,1,100,1
444,23,825,1,100,1
445,23,796,1,100,1
446,23,488,1,100,1
447,23,544,1,100,1
448,24,631,1,300,3
449,24,350,1,100,1
450,24,939,1,100,1
451,24,238,1,100,1
452,24,574,1,100,1
453,24,70,1,300,3
454,24,603,1,100,1
455,24,826,1,100,1
456,24,379,1,100,1
457,24,545,1,100,1
458,24,743,1,100,1
459,24,462,1,100,1
460,24,854,3,250,1
461,24,409,3,250,1
462,24,265,1,300,3
463,24,966,1,300,3
464,24,882,1,100,1
465,24,910,1,100,1
466,24,154,1,300,3
467,24,797,1,100,1
468,24,518,1,100,1
469,24,435,1,100,1
470,24,14,1,100,1
471,24,41,1,100,1
472,24,714,1,100,1
473,24,769,1,100,1
474,25,325,2,1110,6
475,25,156,2,1110,6
476,25,771,2,555,3
477,25,100,2,185,1
478,25,913,2,185,1
479,25,16,2,185,1
480,25,492,2,1110,6
481,25,716,2,185,1
482,25,43,2,185,1
483,25,855,2,185,1
484,25,968,2,185,1
485,25,743,2,185,1
486,25,128,2,185,1
487,25,71,2,185,1
488,25,885,2,185,1
489,25,659,2,185,1
490,25,941,2,185,1
491,25,687,2,185,1
492,26,343,3,750,3
493,26,680,3,750,3
494,26,428,3,750,3
495,26,512,3,1500,6
496,26,874,3,750,3
497,26,819,3,250,1
498,26,958,3,1500,6
499,26,232,3,250,1
500,26,316,3,250,1
501,26,176,3,250,1
502,26,204,3,250,1
503,26,119,3,250,1
504,26,36,3,250,1
505,26,259,3,250,1
506,26,7,3,250,1
507,26,64,3,250,1
508,26,288,3,250,1
509,26,148,3,250,1
510,26,847,3,250,1
511,27,964,3,250,1
512,27,153,3,750,3
513,27,292,3,250,1
514,27,573,3,750,3
515,27,349,3,1500,6
516,27,881,3,250,1
517,27,544,3,250,1
518,27,713,3,1500,6
519,27,908,3,250,1
520,27,13,3,250,1
521,27,96,3,250,1
522,27,236,3,250,1
523,27,69,3,250,1
524,27,518,3,250,1
525,27,41,3,250,1
526,27,321,3,250,1
527,27,684,3,250,1
528,27,656,3,250,1
529,27,124,3,250,1
530,27,265,3,250,1
531,28,434,4,399,1
532,28,154,4,1197,3
533,28,350,4,1197,3
534,28,855,4,2394,6
535,28,462,4,399,1
536,28,630,4,399,1
537,28,742,4,399,1
538,28,69,4,399,1
539,28,490,4,399,1
540,28,770,4,399,1
541,28,238,4,399,1
542,28,264,4,1197,3
543,28,572,4,399,1
544,28,658,4,1197,3
545,28,602,4,399,1
546,28,126,4,399,1
547,28,544,4,399,1
548,28,96,4,399,1
549,28,825,4,399,1
550,28,518,4,399,1
551,28,42,4,399,1
552,29,124,4,1197,3
553,29,207,4,399,1
554,29,545,4,2394,6
555,29,237,4,399,1
556,29,321,4,2394,6
557,29,823,4,2394,6
558,29,713,4,1197,3
559,29,264,4,399,1
560,29,489,4,399,1
561,29,795,4,399,1
562,29,291,4,399,1
563,29,40,4,399,1
564,29,95,4,399,1
565,29,11,4,399,1
566,29,66,4,399,1
567,29,515,4,399,1
568,30,846,1,300,3
569,30,455,1,100,1
570,30,762,1,100,1
571,30,932,1,300,3
572,30,568,1,600,6
573,30,176,1,600,6
574,30,8,1,100,1
575,30,92,1,300,3
576,30,484,1,100,1
577,30,541,1,100,1
578,30,344,1,100,1
579,30,821,1,100,1
580,30,372,1,100,1
581,30,400,1,100,1
582,30,793,1,100,1
583,30,512,1,100,1
584,30,65,1,100,1
585,30,428,1,100,1
586,30,36,1,100,1
587,30,735,1,100,1
588,31,351,1,600,6
589,31,14,1,100,1
590,31,267,1,100,1
591,31,687,1,600,6
592,31,631,1,100,1
593,31,154,1,100,1
594,31,910,1,100,1
595,31,939,1,300,3
596,31,881,1,100,1
597,31,237,1,100,1
598,31,295,1,100,1
599,31,126,1,100,1
600,31,855,1,100,1
601,31,323,1,100,1
602,31,658,1,100,1
603,31,98,1,100,1
604,31,71,1,100,1
605,31,182,1,100,1
606,31,209,1,100,1
607,31,575,1,100,1
608,31,519,1,100,1
609,31,601,1,100,1
610,32,348,4,399,1
611,32,879,4,2394,6
612,32,795,4,1197,3
613,32,599,4,399,1
614,32,712,4,399,1
615,32,151,4,399,1
616,32,40,4,399,1
617,32,573,4,399,1
618,32,460,4,399,1
619,32,534,4,399,1
620,32,179,4,399,1
621,32,209,4,399,1
622,32,375,4,399,1
623,32,291,4,399,1
624,32,403,4,399,1
625,32,67,4,1197,3
626,32,629,4,399,1
627,32,740,4,399,1
628,32,431,4,399,1
629,32,320,4,399,1
630,32,767,4,399,1
631,32,489,4,399,1
632,32,231,3,250,1
633,32,656,4,399,1
634,32,12,4,399,1
635,32,265,4,399,1
636,33,788,4,2394,6
637,33,647,4,399,1
638,33,115,4,399,1
639,33,367,4,1197,3
640,33,592,4,399,1
641,33,59,4,399,1
642,33,199,4,399,1
643,33,254,4,1197,3
644,33,508,4,399,1
645,33,228,4,399,1
646,33,156,2,185,1
647,33,170,4,399,1
648,33,675,4,399,1
649,33,759,4,399,1
650,33,731,4,399,1
651,33,536,4,399,1
652,33,955,4,399,1
653,33,31,4,399,1
654,33,3,4,399,1
655,33,564,4,399,1
656,33,478,4,399,1
657,33,452,4,399,1
658,33,340,4,399,1
659,33,86,4,399,1
660,33,702,4,399,1
661,34,724,4,399,1
662,34,333,4,2394,6
663,34,82,4,1197,3
664,34,979,4,1197,3
665,34,783,4,1197,3
666,34,530,4,2394,6
667,34,222,4,399,1
668,34,867,4,399,1
669,34,53,4,399,1
670,34,753,4,399,1
671,34,192,4,399,1
672,34,248,4,399,1
673,34,306,4,399,1
674,34,892,4,1197,3
675,34,276,4,399,1
676,34,698,4,399,1
677,34,24,4,399,1
678,34,500,4,399,1
679,35,575,3,750,3
680,35,883,3,250,1
681,35,42,3,250,1
682,35,154,3,1500,6
683,35,405,3,750,3
684,35,71,3,750,3
685,35,769,3,750,3
686,35,939,3,750,3
687,35,686,3,250,1
688,35,746,4,399,1
689,35,715,3,250,1
690,35,14,3,250,1
691,35,909,3,250,1
692,35,659,3,250,1
693,35,519,3,250,1
694,35,378,3,250,1
695,35,322,3,250,1
696,36,958,4,2394,6
697,37,971,1,100,1
698,38,961,3,750,3
699,38,400,3,250,1
700,38,764,3,250,1
701,38,120,3,250,1
702,38,541,3,250,1
703,38,595,3,1500,6
704,38,343,3,250,1
705,38,849,3,750,3
706,38,232,3,250,1
707,38,568,3,250,1
708,38,317,3,250,1
709,38,63,3,250,1
710,38,925,4,399,1
711,38,34,3,250,1
712,38,259,3,250,1
713,38,481,3,250,1
714,38,369,3,250,1
715,38,511,3,250,1
716,38,147,3,750,3
717,38,425,3,250,1
718,38,89,3,250,1
719,38,453,3,250,1
720,38,819,3,250,1
721,38,285,3,250,1
722,38,791,3,250,1
723,39,974,4,2394,6
724,40,280,1,300,3
725,40,112,1,300,3
726,40,924,1,100,1
727,40,700,1,600,6
728,40,868,1,100,1
729,40,513,4,2394,6
730,40,420,1,100,1
731,40,952,1,100,1
732,40,252,1,100,1
733,40,980,1,300,3
734,40,84,1,100,1
735,40,56,1,100,1
736,40,448,1,100,1
737,40,364,1,100,1
738,40,196,1,100,1
739,40,896,1,100,1
740,40,392,1,100,1
741,40,476,1,100,1
742,40,224,1,100,1
743,40,504,1,100,1
744,41,587,4,399,1
745,41,83,4,399,1
746,41,279,4,2394,6
747,41,167,4,399,1
748,41,699,4,1197,3
749,41,811,4,1197,3
750,41,559,4,399,1
751,41,251,4,399,1
752,41,895,4,2394,6
753,41,223,4,399,1
754,41,615,4,1197,3
755,41,195,4,399,1
756,41,503,4,399,1
757,41,475,4,399,1
758,41,139,4,399,1
759,41,27,4,399,1
760,41,55,4,399,1
761,41,447,4,399,1
762,41,783,4,399,1
763,41,111,4,399,1
764,41,531,4,399,1
765,42,728,4,399,1
766,42,812,4,2394,6
767,42,252,4,399,1
768,42,644,4,1197,3
769,42,392,4,1197,3
770,42,784,4,399,1
771,42,980,4,399,1
772,42,84,4,399,1
773,42,336,4,399,1
774,42,280,4,399,1
775,42,168,4,1197,3
776,42,560,4,1197,3
777,42,364,4,399,1
778,42,308,4,399,1
779,42,756,4,399,1
780,42,28,4,399,1
781,42,112,4,399,1
782,42,504,4,399,1
783,42,476,4,399,1
784,42,56,4,399,1
785,43,732,4,2394,6
786,43,649,4,399,1
787,43,370,4,1197,3
788,43,539,4,399,1
789,43,203,4,2394,6
790,43,6,4,399,1
791,43,707,4,399,1
792,43,117,4,399,1
793,43,35,4,399,1
794,43,902,4,399,1
795,43,567,4,399,1
796,43,677,4,399,1
797,43,481,4,399,1
798,43,959,4,399,1
799,43,931,4,399,1
800,43,511,4,399,1
801,43,453,4,399,1
802,43,593,4,399,1
803,43,174,4,399,1
804,43,622,4,399,1
805,44,880,1,100,1
806,44,517,1,300,3
807,44,432,1,100,1
808,44,629,1,100,1
809,44,797,1,100,1
810,44,404,1,100,1
811,44,965,1,100,1
812,44,41,1,100,1
813,44,600,1,100,1
814,44,350,1,100,1
815,44,153,1,100,1
816,44,936,1,100,1
817,44,378,1,100,1
818,44,68,1,300,3
819,44,181,1,300,3
820,44,12,1,100,1
821,44,741,1,100,1
822,44,263,1,300,3
823,44,909,1,100,1
824,44,656,1,300,3
825,44,459,1,100,1
826,44,825,1,100,1
827,44,848,2,185,1
828,45,201,4,399,1
829,45,174,4,399,1
830,45,566,4,399,1
831,45,285,4,2394,6
832,45,455,4,1197,3
833,45,929,4,1197,3
834,45,623,4,399,1
835,45,537,4,399,1
836,45,649,4,399,1
837,45,677,4,2394,6
838,45,847,4,399,1
839,45,258,4,399,1
840,45,903,4,399,1
841,45,146,4,399,1
842,45,874,4,399,1
843,45,33,4,399,1
844,45,594,4,399,1
845,45,4,4,399,1
846,45,118,1,100,1
847,45,87,4,399,1
848,45,59,4,399,1
849,45,227,4,399,1
850,46,845,1,300,3
851,46,592,1,300,3
852,46,675,1,300,3
853,46,59,1,100,1
854,46,200,1,100,1
855,46,422,1,100,1
856,46,284,1,100,1
857,46,954,1,100,1
858,46,450,1,100,1
859,46,226,1,100,1
860,46,760,1,300,3
861,46,366,1,100,1
862,46,172,1,100,1
863,46,311,1,100,1
864,46,340,1,100,1
865,46,534,1,100,1
866,46,563,1,100,1
867,46,115,1,100,1
868,46,396,1,100,1
869,46,927,1,100,1
870,46,255,1,100,1
871,46,87,1,100,1
872,46,31,1,100,1
873,46,144,1,100,1
874,47,481,4,399,1
875,47,202,4,2394,6
876,47,793,2,1110,6
877,47,5,4,399,1
878,47,60,4,399,1
879,47,958,4,399,1
880,47,89,4,1197,3
881,47,509,4,1197,3
882,47,622,4,1197,3
883,47,594,4,399,1
884,47,706,4,1197,3
885,47,454,4,399,1
886,47,32,4,399,1
887,47,368,4,399,1
888,47,173,4,399,1
889,47,397,4,399,1
890,47,425,4,399,1
891,48,639,3,250,1
892,48,976,3,250,1
893,48,582,3,250,1
894,48,665,3,250,1
895,48,191,3,250,1
896,48,780,3,1500,6
897,48,68,3,750,3
898,48,40,3,250,1
899,48,599,3,250,1
900,48,685,3,750,3
901,48,263,3,1500,6
902,48,433,3,750,3
903,48,544,3,250,1
904,48,12,3,250,1
905,48,153,3,250,1
906,48,235,3,250,1
907,48,935,3,250,1
908,49,925,3,1500,6
909,49,505,3,750,3
910,49,169,3,250,1
911,49,841,3,750,3
912,49,729,3,750,3
913,49,113,3,250,1
914,49,477,3,250,1
915,49,645,3,750,3
916,49,393,3,750,3
917,49,1,3,250,1
918,49,281,3,750,3
919,49,253,3,250,1
920,49,589,3,250,1
921,49,813,3,250,1
922,49,197,3,250,1
923,49,85,3,250,1
924,49,617,3,250,1
925,49,225,3,250,1
926,49,365,3,250,1
927,49,29,3,250,1
928,49,57,3,250,1
929,50,325,4,1197,3
930,50,716,4,2394,6
931,50,941,4,399,1
932,50,522,4,1197,3
933,50,437,4,1197,3
934,50,158,4,2394,6
935,50,970,4,399,1
936,50,662,4,399,1
937,50,101,4,399,1
938,50,884,4,399,1
939,50,606,4,399,1
940,50,689,4,399,1
941,50,46,4,399,1
942,50,635,4,399,1
943,50,17,4,399,1
944,50,129,4,399,1
945,50,73,4,399,1
946,50,912,4,399,1
947,50,408,4,399,1
948,51,953,3,1500,6
949,52,393,1,100,1
950,52,813,1,300,3
951,52,505,1,100,1
952,52,533,1,100,1
953,52,225,1,100,1
954,52,113,1,300,3
955,52,617,1,100,1
956,52,589,1,100,1
957,52,29,1,100,1
958,52,57,1,100,1
959,52,925,1,300,3
960,52,421,1,300,3
961,52,645,1,300,3
962,52,253,1,300,3
963,52,85,1,100,1
964,52,729,1,300,3
965,52,897,1,100,1
966,52,197,1,100,1
967,52,561,1,100,1
968,52,1,1,100,1
969,52,337,1,100,1
970,52,365,1,100,1
971,53,303,2,555,3
972,53,527,2,1110,6
973,53,387,2,185,1
974,53,80,2,555,3
975,53,723,2,555,3
976,53,683,2,185,1
977,53,165,2,185,1
978,53,220,2,185,1
979,53,975,2,185,1
980,53,891,2,555,3
981,53,471,2,185,1
982,53,443,2,185,1
983,53,277,2,185,1
984,53,52,2,185,1
985,53,865,2,185,1
986,53,807,2,185,1
987,53,24,2,185,1
988,53,500,2,185,1
989,53,835,2,185,1
990,53,247,2,185,1
991,53,191,2,185,1
992,53,416,2,185,1
993,54,557,3,1500,6
994,54,445,3,750,3
995,54,809,3,250,1
996,54,920,3,750,3
997,54,780,3,250,1
998,54,866,3,250,1
999,54,164,3,750,3
1000,54,52,3,250,1
1001,54,303,3,250,1
1002,54,835,3,250,1
1003,54,388,3,250,1
1004,54,25,3,250,1
1005,54,725,3,250,1
1006,54,894,3,250,1
1007,54,136,3,250,1
1008,54,249,3,250,1
1009,54,361,3,250,1
1010,54,753,3,250,1
1011,54,110,3,250,1
1012,54,81,3,250,1
1013,54,334,3,250,1
1014,55,980,2,555,3
1015,56,841,4,1197,3
1016,56,1,4,399,1
1017,56,253,4,399,1
1018,56,477,4,399,1
1019,56,113,4,399,1
1020,56,673,4,2394,6
1021,56,85,4,399,1
1022,56,309,4,2394,6
1023,56,169,4,1197,3
1024,56,617,4,399,1
1025,56,57,4,399,1
1026,56,281,4,399,1
1027,56,505,4,399,1
1028,56,589,4,399,1
1029,56,561,4,399,1
1030,56,533,4,399,1
1031,56,925,4,399,1
1032,56,953,4,399,1
1033,56,141,4,399,1
1034,57,381,2,185,1
1035,57,437,2,1110,6
1036,57,100,2,185,1
1037,57,967,2,185,1
1038,57,800,2,185,1
1039,57,211,2,555,3
1040,57,631,2,555,3
1041,57,323,2,185,1
1042,57,911,2,185,1
1043,57,827,2,185,1
1044,57,71,2,185,1
1045,57,295,2,185,1
1046,57,128,2,185,1
1047,57,352,2,185,1
1048,57,884,2,185,1
1049,57,714,2,555,3
1050,57,182,2,185,1
1051,57,855,2,185,1
1052,57,15,2,185,1
1053,57,155,2,185,1
1054,57,939,2,185,1
1055,57,406,2,185,1
1056,58,314,3,250,1
1057,58,175,3,750,3
1058,58,568,3,750,3
1059,58,818,3,250,1
1060,58,762,3,250,1
1061,58,259,3,250,1
1062,58,484,3,250,1
1063,58,734,3,250,1
1064,58,34,3,250,1
1065,58,287,3,250,1
1066,58,425,3,250,1
1067,58,509,3,250,1
1068,58,707,3,250,1
1069,58,61,3,750,3
1070,58,873,3,250,1
1071,58,147,3,250,1
1072,58,930,3,750,3
1073,58,901,3,250,1
1074,58,845,3,250,1
1075,58,454,3,250,1
1076,58,537,3,250,1
1077,58,650,3,250,1
1078,58,343,3,750,3
1079,59,390,4,1197,3
1080,59,585,4,1197,3
1081,59,195,4,399,1
1082,59,223,4,1197,3
1083,59,699,4,2394,6
1084,59,139,4,399,1
1085,59,503,4,399,1
1086,59,27,4,399,1
1087,59,979,4,399,1
1088,59,895,4,399,1
1089,59,307,4,1197,3
1090,59,531,4,399,1
1091,59,83,4,399,1
1092,59,671,4,399,1
1093,59,951,4,399,1
1094,59,867,4,399,1
1095,59,559,4,399,1
1096,59,923,4,399,1
1097,59,111,4,399,1
1098,59,475,4,399,1
1099,59,167,4,399,1
1100,60,423,2,1110,6
1101,60,172,2,185,1
1102,60,201,2,555,3
1103,60,89,2,555,3
1104,60,678,2,1110,6
1105,60,594,2,555,3
1106,60,285,2,185,1
1107,60,34,2,185,1
1108,60,847,2,555,3
1109,60,63,2,185,1
1110,60,399,2,185,1
1111,60,958,2,185,1
1112,60,370,2,185,1
1113,60,342,2,185,1
1114,61,211,1,100,1
1115,61,379,1,100,1
1116,61,100,1,100,1
1117,61,407,1,300,3
1118,61,631,1,300,3
1119,61,940,1,600,6
1120,61,745,1,300,3
1121,61,239,1,300,3
1122,61,491,1,300,3
1123,61,127,1,100,1
1124,61,827,1,100,1
1125,61,883,1,100,1
1126,61,855,1,100,1
1127,61,15,1,100,1
1128,61,912,1,100,1
1129,61,183,1,100,1
1130,61,44,1,100,1
1131,61,156,1,100,1
1132,61,716,1,100,1
1133,61,72,1,100,1
1134,61,574,1,100,1
1135,62,753,1,100,1
1136,62,725,1,100,1
1137,62,417,1,600,6
1138,62,922,1,300,3
